,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
124,1.0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,7.967796066287825,8
128,1.0,0.52,0.41,0.14,0.6990000000000001,0.3395,0.129,0.1945,8.962601904494335,10
132,1.0,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,10.931652002193047,9
135,1.0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9.72758450337514,9
139,1.0,0.555,0.41,0.125,0.599,0.2345,0.1465,0.1939999999999999,9.309049677868817,8
144,1.0,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,9.353362476549453,11
146,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,11.062518346628526,14
151,1.0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,7.297358424996203,8
152,1.0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,10.058089111022191,8
154,1.0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9.176802096433104,9
155,1.0,0.55,0.43,0.145,0.7120000000000001,0.3025,0.152,0.225,10.281594370903221,10
156,1.0,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9.268715160523762,9
157,1.0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,10.509282745136664,12
159,1.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,9.839815092493135,8
160,1.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,8.10173307252659,7
161,1.0,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,9.189187093135128,7
163,1.0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9.729272171309649,9
167,1.0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,9.09425918202771,7
173,1.0,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8.57916854342792,8
180,1.0,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9.834539612924251,9
182,1.0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,9.044071253374142,8
188,1.0,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8.812668950537665,8
196,1.0,0.55,0.425,0.16,0.7929999999999999,0.3429999999999999,0.2035,0.215,10.174759284296298,9
197,1.0,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,9.657607053944233,8
198,1.0,0.6,0.485,0.145,0.7759999999999999,0.3545,0.1585,0.239,9.067230139456484,9
199,1.0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,8.061950884698408,6
202,1.0,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9.235846514871405,9
203,1.0,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135,8.258610404128694,9
205,1.0,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,9.363793220817191,11
208,1.0,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9.240540195641644,9
209,1.0,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,8.242426934896475,9
211,1.0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9.030007664164756,9
216,1.0,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,7.915396664972412,6
217,1.0,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,7.262915205340254,8
221,1.0,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.1689999999999999,9.301144730122958,9
225,1.0,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,10.731731795672195,8
226,1.0,0.42,0.33,0.125,0.4629999999999999,0.186,0.11,0.145,10.030500344060043,10
228,1.0,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,7.843957703663532,8
241,1.0,0.405,0.3,0.09,0.2689999999999999,0.103,0.067,0.11,8.142475418474888,6
249,1.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,8.527251948480648,12
258,1.0,0.45,0.35,0.12,0.4679999999999999,0.2005,0.1065,0.1325,8.90139025823817,8
264,1.0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8.683609267947338,8
266,1.0,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,9.57955306627854,8
267,1.0,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8.957638779080554,8
271,1.0,0.48,0.36,0.1,0.439,0.1939999999999999,0.099,0.115,7.4433913086312256,8
272,1.0,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9.463304903838784,9
276,1.0,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,7.8481438553145,6
278,1.0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7.258072895830052,7
280,1.0,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,8.94846317426288,9
289,1.0,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,9.367426380504355,7
292,1.0,0.435,0.33,0.095,0.3929999999999999,0.2189999999999999,0.075,0.0885,6.050700908080755,6
297,1.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,8.778825989827709,13
300,1.0,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8.468469976705796,8
302,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8.706583963035202,8
305,1.0,0.44,0.305,0.115,0.379,0.162,0.091,0.11,8.230312244253238,9
308,1.0,0.515,0.405,0.13,0.573,0.213,0.134,0.195,10.432977510984761,9
313,1.0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,8.805898903950997,10
315,1.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,10.087177144819336,9
316,1.0,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,9.156853427370761,8
317,1.0,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,7.365465539748054,8
318,1.0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,8.327380395199699,9
319,1.0,0.455,0.335,0.135,0.501,0.2739999999999999,0.0995,0.1065,6.960017639076692,7
321,1.0,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9.594540242501045,9
322,1.0,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9.43825068042279,9
323,1.0,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8.50702645248375,8
327,1.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.1689999999999999,8.549369971176876,8
330,1.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.1689999999999999,10.061910874750478,18
332,1.0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,6.6818827783474735,7
333,1.0,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9.042486690653808,9
335,1.0,0.46,0.355,0.11,0.415,0.215,0.0819999999999999,0.13,6.9582276054575445,12
337,1.0,0.53,0.43,0.13,0.7045,0.346,0.1415,0.1889999999999999,8.203931592714218,9
345,1.0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11.141414925280188,11
347,1.0,0.44,0.325,0.115,0.39,0.163,0.087,0.113,8.540990040911321,7
350,1.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174,9.773964157760176,10
352,1.0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,7.978008610458109,9
353,1.0,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,9.707949198225483,10
355,1.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8.019654615757137,8
357,1.0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8.426532507179639,8
359,1.0,0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7.147477653611172,7
361,1.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,10.193606185763667,12
363,1.0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,9.68874380771904,10
366,1.0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,9.305280825382258,11
368,1.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8.539354283050185,8
371,1.0,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8.083825924064428,8
373,1.0,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,10.868675381306362,9
375,1.0,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,9.143801116771566,8
376,1.0,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,9.707624057406075,11
381,1.0,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,8.218364237113224,7
386,1.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,8.119500497174174,9
387,1.0,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,8.664154164729048,9
388,1.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175,9.32876839075248,7
391,1.0,0.62,0.475,0.15,0.9545,0.455,0.1865,0.2769999999999999,9.551792295954508,9
393,1.0,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,7.184232258444158,8
407,1.0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,8.25938395790686,9
412,1.0,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,10.189364115126665,13
418,1.0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8.687294243964894,8
419,1.0,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,7.684451862460116,8
423,1.0,0.455,0.345,0.125,0.44,0.1689999999999999,0.1065,0.135,9.450799537473033,12
425,1.0,0.5,0.41,0.15,0.662,0.2815,0.1369999999999999,0.22,10.922686552094753,11
426,1.0,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,8.897619146864795,9
427,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,9.830704831626951,16
430,1.0,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7.490755984657839,7
431,1.0,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,10.917633204007116,11
440,1.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9.633875606829834,9
442,1.0,0.45,0.35,0.135,0.56,0.231,0.1369999999999999,0.145,10.043869374483092,13
443,1.0,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,8.593181162090351,6
446,1.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,6.97465417828453,7
448,1.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,9.598124522649385,11
451,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,9.428007364674006,10
455,1.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,7.0893619903308265,8
458,1.0,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8.671451145828264,8
461,1.0,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,10.851826648475866,9
469,1.0,0.475,0.365,0.125,0.5465,0.2289999999999999,0.1185,0.172,9.73703589068011,9
471,1.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,10.112532159950055,11
473,1.0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,10.291618097518496,15
476,1.0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9.324240343726087,9
482,1.0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,10.059805483567944,8
486,1.0,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,7.054765337972027,8
490,1.0,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7.193844019713596,7
491,1.0,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,8.088992826022135,9
494,1.0,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,8.210146848972723,7
499,1.0,0.5,0.38,0.14,0.6355,0.2769999999999999,0.143,0.1785,9.720753761717358,8
501,1.0,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8.636565972807379,8
503,1.0,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,11.830296501328062,10
504,1.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7.40136864501722,7
508,1.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7.922027288938943,7
510,1.0,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,9.994316004736044,11
511,1.0,0.51,0.4,0.13,0.5735,0.2189999999999999,0.1365,0.195,10.261081142812815,13
514,1.0,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,8.836230991631616,6
517,1.0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,11.089954801377093,8
518,1.0,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,8.106551505212867,6
519,1.0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.1669999999999999,8.740050720144602,10
522,1.0,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8.170721523449147,8
527,1.0,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,8.924738216448576,10
540,1.0,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11.116236080786203,11
541,1.0,0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8.965882986310735,8
543,1.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,9.244613903964185,10
546,1.0,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8.463194123158384,8
550,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,8.843831447946185,9
551,1.0,0.5,0.365,0.125,0.528,0.2289999999999999,0.103,0.1645,9.018745158181359,9
557,1.0,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10.602592372485475,10
559,1.0,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,9.882029213943168,8
560,1.0,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,10.350322668576636,9
569,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,9.139926710305419,10
572,1.0,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,6.933033824869455,8
573,1.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,9.362631970955512,11
574,1.0,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,9.29404697607585,6
579,1.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,10.067880590448924,9
584,1.0,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,8.81749720401475,9
588,1.0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,8.246487252591459,9
589,1.0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,7.065608073727118,5
593,1.0,0.58,0.445,0.15,0.8865,0.3829999999999999,0.209,0.255,10.684951464997045,11
595,1.0,0.385,0.3,0.125,0.3429999999999999,0.1705,0.0735,0.081,8.018383982377669,7
599,1.0,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,8.762430369146001,9
602,1.0,0.4,0.32,0.095,0.348,0.1939999999999999,0.053,0.087,6.772916413716316,6
605,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,10.670250836701923,21
608,1.0,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8.010508024644249,8
609,1.0,0.43,0.33,0.095,0.34,0.1315,0.085,0.1119999999999999,8.255476535662824,14
610,1.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9.020945414204077,9
614,1.0,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171,8.692865291992728,8
615,1.0,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9.706785732349129,9
617,1.0,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,7.23931793521092,8
618,1.0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,8.383210027766397,7
623,1.0,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,10.393459984445743,15
626,1.0,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,8.139263325874207,10
630,1.0,0.475,0.365,0.115,0.5660000000000001,0.281,0.1169999999999999,0.1335,7.632990305628207,7
632,1.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,8.04751705505614,7
636,1.0,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,6.680465676992623,7
638,1.0,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,7.708578458145789,6
643,1.0,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,11.461621427231059,9
649,1.0,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,7.347259809611595,9
650,1.0,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,10.573692415435882,9
658,1.0,0.455,0.375,0.125,0.5329999999999999,0.233,0.106,0.185,9.876887451249669,8
666,1.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7.429734707013441,7
669,1.0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,9.673121825798889,10
674,1.0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11.467465861830666,11
680,1.0,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,7.860033416396775,7
687,1.0,0.54,0.415,0.155,0.7020000000000001,0.322,0.1669999999999999,0.19,9.020380694890992,10
690,1.0,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8.179651663116733,8
692,1.0,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,9.12432757490209,8
696,1.0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,8.258934146227604,9
700,1.0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,9.047299805370965,7
701,1.0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,8.542533355398534,9
702,1.0,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7.31650582050772,7
705,1.0,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,11.282165974420698,9
709,1.0,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,6.389083158789697,7
711,1.0,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,10.944843910748855,9
714,1.0,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,9.270471186267345,8
720,1.0,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9.268599396370792,9
728,1.0,0.55,0.425,0.15,0.7665,0.3389999999999999,0.176,0.21,9.83565708042503,8
730,1.0,0.41,0.31,0.11,0.315,0.124,0.0819999999999999,0.095,8.406667811984455,9
732,1.0,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7.349019069451242,7
734,1.0,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,10.004932280571179,9
740,1.0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,11.100639245929571,17
750,1.0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9.380493941760013,9
761,1.0,0.485,0.375,0.11,0.4639999999999999,0.2015,0.09,0.149,8.401031248311666,8
763,1.0,0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7.941733074910223,7
766,1.0,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,10.278940711752455,11
767,1.0,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,9.181782294799925,9
769,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,8.463401132443842,12
770,1.0,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,9.252289344303799,8
773,1.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,10.54588942390638,15
776,1.0,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,7.896063380368409,10
781,1.0,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,9.933209870751437,11
785,1.0,0.57,0.455,0.155,0.8320000000000001,0.3585,0.174,0.2769999999999999,11.26104746227682,11
790,1.0,0.53,0.38,0.125,0.616,0.292,0.113,0.185,8.406269285692387,8
793,1.0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,7.499598174967608,8
796,1.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,8.75688035095338,6
797,1.0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,9.45397450455452,10
798,1.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,10.309719648491397,12
799,1.0,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9.04075286987441,9
800,1.0,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11.39646137946929,11
803,1.0,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,7.724345766246501,6
804,1.0,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,8.24944798400359,9
808,1.0,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,11.595866839377278,12
809,1.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,10.967955173105612,9
813,1.0,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7.793603830627107,7
814,1.0,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,9.017787235717602,10
815,1.0,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,7.1360510934127594,6
818,1.0,0.445,0.33,0.12,0.347,0.12,0.084,0.105,9.065683601862244,11
819,1.0,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9.128893768457942,9
822,1.0,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,7.206301492540416,8
823,1.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8.597804001196355,8
825,1.0,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,9.397811527050527,8
826,1.0,0.59,0.455,0.155,0.8855,0.3879999999999999,0.188,0.275,10.935318439214647,10
834,1.0,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,6.543491774743898,7
837,1.0,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9.680255485031616,9
841,1.0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,10.274634409134723,12
843,1.0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,6.640983765794534,8
846,1.0,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,8.291881117384387,9
849,1.0,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,8.510639994077962,8
853,1.0,0.545,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.231,10.03064713314289,9
859,1.0,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,8.674238907609704,8
861,1.0,0.5,0.385,0.11,0.596,0.3015,0.104,0.151,7.479518053416583,8
863,1.0,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,8.152856475956469,6
867,1.0,0.41,0.3,0.115,0.2595,0.0969999999999999,0.0515,0.08,8.45434892872338,10
875,1.0,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,7.357915322032748,9
876,1.0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,9.066082080305772,12
879,1.0,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,8.563802469377732,10
881,1.0,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,6.301706748865936,8
886,1.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,6.874706869626125,7
890,1.0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,9.380720627854254,8
899,1.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,9.273574340451649,6
902,1.0,0.48,0.37,0.125,0.5435,0.244,0.1009999999999999,0.165,9.190297279222348,9
904,1.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,8.095990467175767,7
910,1.0,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9.319611363907901,9
921,1.0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9.133947333852364,9
922,1.0,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,7.688005201136128,6
923,1.0,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8.775816538062143,8
925,1.0,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,8.26968353947652,9
928,1.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,8.869887266156177,11
930,1.0,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9.077853867549699,9
935,1.0,0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7.978070559552031,7
950,1.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,11.017937452781798,15
954,1.0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,11.44723395834012,10
955,1.0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,7.640797736025838,9
958,1.0,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,8.151665097006736,7
963,1.0,0.475,0.35,0.115,0.487,0.1939999999999999,0.1455,0.125,8.441564681427998,13
969,1.0,0.395,0.29,0.095,0.304,0.127,0.084,0.077,7.763923469049612,6
975,1.0,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,7.438679223591602,8
983,1.0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,8.123209451996374,9
984,1.0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,10.910707223093267,13
991,1.0,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8.895352536761607,8
994,1.0,0.425,0.325,0.11,0.317,0.135,0.048,0.09,8.254740627000304,8
998,1.0,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,10.007803408285248,9
1002,1.0,0.56,0.44,0.155,0.8109999999999999,0.3685,0.178,0.235,9.992419685259188,11
1007,1.0,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7.352258731327519,7
1015,1.0,0.51,0.4,0.14,0.6905,0.259,0.151,0.23,12.089152880027578,10
1023,1.0,0.39,0.29,0.125,0.3055,0.121,0.0819999999999999,0.09,8.867899617606675,7
