Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-6.84,-0.55,0.78,-1.34,-2.68,22.27,0.94
-6.77,-0.56,0.77,-1.34,-2.62,22.15,0.94
-6.94,-0.59,0.8,-1.4,-6.3,22.86,0.93
-6.62,-0.56,0.8,-1.36,-7.43,22.43,0.93
-6.68,-0.55,0.78,-1.34,-2.69,22.06,0.94
-6.61,-0.54,0.84,-1.39,-7.5,22.53,0.94
-6.81,-0.59,0.88,-1.48,-7.48,23.08,0.93
-6.73,-0.55,0.86,-1.4,-8.21,22.82,0.95
-6.75,-0.55,0.76,-1.32,-2.7,22.09,0.94
-6.77,-0.56,0.83,-1.38,-7.55,22.72,0.94
-6.71,-0.55,0.76,-1.34,-2.54,22.05,0.94
-6.67,-0.55,0.8,-1.36,-2.74,22.13,0.94
-6.76,-0.57,0.83,-1.4,-7.46,22.74,0.93
-6.66,-0.55,0.79,-1.36,-2.7,22.08,0.94
-6.84,-0.57,0.81,-1.4,-2.61,22.44,0.94
-6.86,-0.57,0.79,-1.35,-7.12,22.68,0.94
-6.75,-0.56,0.79,-1.36,-2.69,22.21,0.94
-6.75,-0.55,0.78,-1.35,-2.58,22.17,0.94
-6.72,-0.56,0.83,-1.38,-7.98,22.69,0.94
-6.7,-0.56,0.82,-1.38,-7.32,22.58,0.93
-6.7,-0.57,0.82,-1.4,-6.9,22.6,0.92
-6.65,-0.56,0.8,-1.37,-7.11,22.46,0.93
-6.64,-0.54,0.8,-1.36,-2.81,22.09,0.94
-6.71,-0.54,0.79,-1.35,-2.65,22.11,0.94
-6.57,-0.56,0.83,-1.4,-7.71,22.5,0.93
-6.74,-0.58,0.86,-1.43,-7.58,22.83,0.93
-6.68,-0.55,0.78,-1.35,-2.72,22.07,0.94
-6.63,-0.56,0.84,-1.4,-7.26,22.55,0.93
-6.69,-0.55,0.77,-1.33,-2.78,22.04,0.94
-6.79,-0.55,0.75,-1.33,-2.37,22.11,0.94
-6.77,-0.55,0.78,-1.34,-2.65,22.17,0.94
-6.67,-0.55,0.79,-1.35,-2.82,22.1,0.94
-6.69,-0.55,0.76,-1.31,-2.7,21.98,0.94
-6.72,-0.55,0.77,-1.35,-2.47,22.1,0.94
-6.67,-0.55,0.78,-1.35,-2.64,22.06,0.94
-6.97,-0.56,0.85,-1.4,-6.84,23.05,0.95
-6.75,-0.56,0.84,-1.4,-7.85,22.79,0.94
-6.7,-0.56,0.82,-1.38,-7.17,22.57,0.93
-6.49,-0.54,0.89,-1.43,-9.77,22.7,0.94
-6.6,-0.56,0.81,-1.38,-7.34,22.43,0.93
-6.7,-0.55,0.77,-1.33,-2.61,22.05,0.94
-6.76,-0.55,0.8,-1.37,-2.78,22.26,0.94
-6.67,-0.55,0.79,-1.36,-2.69,22.09,0.94
-6.73,-0.55,0.78,-1.34,-2.69,22.13,0.94
-6.67,-0.55,0.78,-1.35,-2.56,22.05,0.94
-6.76,-0.55,0.79,-1.37,-2.56,22.21,0.94
-6.72,-0.55,0.78,-1.35,-2.72,22.14,0.94
-6.67,-0.56,0.81,-1.39,-2.84,22.21,0.95
-6.69,-0.55,0.79,-1.35,-2.84,22.13,0.94
-6.85,-0.55,0.77,-1.34,-2.64,22.26,0.94
-6.72,-0.55,0.77,-1.34,-2.67,22.09,0.94
-6.62,-0.55,0.79,-1.36,-2.74,22.03,0.94
-6.82,-0.58,0.83,-1.41,-6.87,22.79,0.93
-6.74,-0.57,0.83,-1.4,-7.16,22.67,0.93
-6.62,-0.56,0.82,-1.39,-7.06,22.47,0.93
-6.78,-0.56,0.78,-1.34,-2.72,22.2,0.94
-6.7,-0.55,0.8,-1.36,-2.7,22.15,0.94
-6.7,-0.55,0.84,-1.39,-7.66,22.67,0.94
-6.61,-0.54,0.78,-1.34,-2.67,21.95,0.94
-6.7,-0.55,0.77,-1.33,-2.66,22.05,0.94
-6.68,-0.56,0.8,-1.36,-2.81,22.15,0.94
-6.78,-0.59,0.82,-1.42,-6.91,22.74,0.93
-6.79,-0.55,0.79,-1.36,-2.58,22.25,0.94
-6.7,-0.56,0.82,-1.39,-7.02,22.58,0.93
-6.66,-0.55,0.78,-1.35,-2.74,22.05,0.94
-6.78,-0.56,0.8,-1.36,-2.87,22.33,0.94
-6.7,-0.56,0.82,-1.39,-7.19,22.59,0.93
-6.72,-0.55,0.78,-1.35,-2.74,22.16,0.94
-6.75,-0.55,0.77,-1.33,-2.63,22.11,0.94
-6.74,-0.57,0.79,-1.36,-2.7,22.22,0.94
-6.75,-0.56,0.78,-1.35,-2.8,22.2,0.94
-6.7,-0.55,0.79,-1.35,-2.75,22.12,0.94
-6.76,-0.57,0.83,-1.39,-6.13,22.64,0.94
-6.78,-0.57,0.84,-1.42,-7.25,22.79,0.93
-6.69,-0.56,0.79,-1.37,-2.71,22.16,0.94
-6.65,-0.55,0.78,-1.35,-2.79,22.06,0.94
-6.7,-0.55,0.77,-1.33,-2.63,22.03,0.94
-6.73,-0.57,0.84,-1.39,-7.58,22.74,0.94
-6.74,-0.55,0.77,-1.34,-2.68,22.13,0.94
-6.7,-0.57,0.82,-1.39,-7.16,22.59,0.93
-6.62,-0.56,0.82,-1.39,-7.32,22.49,0.93
-6.8,-0.55,0.78,-1.34,-2.75,22.23,0.94
-6.68,-0.55,0.83,-1.38,-7.79,22.62,0.94
-6.61,-0.56,0.82,-1.39,-7.45,22.51,0.93
-6.72,-0.55,0.78,-1.35,-2.68,22.13,0.94
-6.72,-0.55,0.83,-1.36,-8.25,22.69,0.95
-6.69,-0.56,0.8,-1.37,-7.02,22.5,0.93
-6.74,-0.56,0.79,-1.35,-2.66,22.18,0.94
-6.8,-0.55,0.84,-1.39,-7.69,22.82,0.94
-6.72,-0.55,0.78,-1.34,-2.76,22.12,0.94
-6.69,-0.55,0.78,-1.34,-2.71,22.09,0.94
-6.67,-0.55,0.78,-1.35,-2.73,22.07,0.94
-6.63,-0.55,0.77,-1.35,-2.38,21.98,0.94
-6.7,-0.55,0.76,-1.34,-2.41,22.01,0.94
-6.87,-0.56,0.76,-1.34,-2.27,22.26,0.94
-6.69,-0.55,0.78,-1.34,-2.7,22.06,0.94
-6.73,-0.54,0.83,-1.38,-7.68,22.66,0.94
-6.72,-0.55,0.81,-1.35,-7.53,22.57,0.94
-6.69,-0.54,0.78,-1.34,-2.74,22.06,0.94
-6.79,-0.55,0.86,-1.4,-7.88,22.9,0.95
-6.66,-0.55,0.78,-1.34,-2.75,22.04,0.94
-6.77,-0.57,0.82,-1.39,-7.42,22.71,0.93
-6.77,-0.56,0.8,-1.36,-2.8,22.26,0.94
-6.74,-0.55,0.77,-1.35,-2.67,22.15,0.94
-6.79,-0.56,0.83,-1.39,-7.27,22.76,0.94
-6.83,-0.55,0.78,-1.35,-2.59,22.27,0.94
-6.7,-0.55,0.78,-1.35,-2.63,22.1,0.94
-6.75,-0.56,0.86,-1.41,-8.17,22.89,0.95
-6.75,-0.55,0.79,-1.36,-2.72,22.21,0.94
-6.59,-0.56,0.82,-1.39,-7.59,22.46,0.93
-6.68,-0.55,0.79,-1.35,-2.71,22.09,0.94
-6.62,-0.54,0.78,-1.34,-2.66,21.97,0.94
-6.78,-0.56,0.83,-1.38,-7.55,22.74,0.94
-6.66,-0.55,0.79,-1.33,-2.83,22.06,0.94
-6.69,-0.55,0.87,-1.42,-8.1,22.83,0.95
-6.71,-0.56,0.81,-1.38,-7.09,22.57,0.93
-6.62,-0.57,0.86,-1.42,-8.28,22.71,0.93
-6.63,-0.55,0.83,-1.39,-7.6,22.53,0.93
-6.6,-0.54,0.78,-1.34,-2.71,21.94,0.94
-6.8,-0.55,0.81,-1.38,-2.74,22.36,0.94
-6.59,-0.54,0.88,-1.42,-9.56,22.77,0.94
-6.62,-0.54,0.77,-1.34,-2.59,21.95,0.94
-6.57,-0.54,0.79,-1.35,-2.82,21.94,0.94
-6.72,-0.55,0.77,-1.34,-2.64,22.1,0.94
-6.66,-0.54,0.79,-1.36,-2.69,22.07,0.94
-6.71,-0.55,0.83,-1.38,-7.92,22.68,0.94
-6.69,-0.56,0.85,-1.4,-7.85,22.72,0.95
-6.68,-0.54,0.8,-1.36,-2.6,22.1,0.94
-6.63,-0.55,0.8,-1.36,-2.88,22.08,0.94
-6.67,-0.55,0.77,-1.34,-2.62,22.02,0.94
-6.67,-0.54,0.78,-1.34,-2.76,22.06,0.94
-6.6,-0.55,0.84,-1.39,-7.82,22.55,0.94
-6.74,-0.55,0.78,-1.36,-2.59,22.17,0.94
-6.73,-0.55,0.78,-1.35,-2.79,22.17,0.94
-6.66,-0.55,0.78,-1.34,-2.72,22.04,0.94
-6.66,-0.55,0.8,-1.34,-7.37,22.42,0.94
-6.71,-0.58,0.83,-1.4,-7.26,22.68,0.93
-6.78,-0.54,0.78,-1.35,-2.63,22.2,0.94
-6.79,-0.55,0.8,-1.35,-2.78,22.27,0.95
-6.68,-0.54,0.79,-1.35,-2.73,22.09,0.94
-6.72,-0.54,0.79,-1.35,-2.65,22.13,0.94
-6.54,-0.55,0.84,-1.4,-7.84,22.46,0.93
-6.66,-0.56,0.81,-1.36,-7.7,22.52,0.94
-6.7,-0.55,0.79,-1.36,-2.67,22.14,0.94
-6.66,-0.55,0.8,-1.37,-2.73,22.13,0.94
-6.83,-0.59,0.8,-1.4,-6.79,22.74,0.93
-6.75,-0.56,0.78,-1.33,-2.68,22.15,0.94
-6.66,-0.55,0.79,-1.36,-2.72,22.09,0.94
-6.74,-0.55,0.81,-1.36,-2.98,22.27,0.94
-6.7,-0.55,0.78,-1.35,-2.67,22.1,0.94
-6.64,-0.56,0.81,-1.37,-7.32,22.47,0.93
-6.7,-0.55,0.82,-1.36,-7.42,22.55,0.94
-6.76,-0.55,0.77,-1.34,-2.65,22.15,0.94
-6.68,-0.54,0.79,-1.35,-2.75,22.1,0.94
-6.69,-0.56,0.78,-1.36,-2.65,22.12,0.94
-6.59,-0.54,0.78,-1.35,-2.65,21.92,0.93
-6.77,-0.55,0.79,-1.35,-2.69,22.21,0.94
-6.74,-0.56,0.82,-1.38,-6.83,22.61,0.93
-6.8,-0.55,0.82,-1.37,-3.03,22.39,0.95
-6.65,-0.55,0.8,-1.36,-2.76,22.08,0.94
-6.66,-0.56,0.82,-1.39,-7.28,22.56,0.93
-6.77,-0.55,0.87,-1.41,-7.92,22.89,0.95
-6.7,-0.55,0.79,-1.35,-2.71,22.11,0.94
-6.75,-0.55,0.78,-1.35,-2.74,22.18,0.94
-6.71,-0.55,0.84,-1.4,-7.47,22.68,0.94
-6.74,-0.55,0.77,-1.32,-2.6,22.07,0.94
-6.67,-0.55,0.78,-1.34,-2.65,22.04,0.94
-6.69,-0.56,0.78,-1.36,-2.64,22.11,0.94
-6.67,-0.55,0.8,-1.37,-2.76,22.13,0.94
-6.75,-0.56,0.84,-1.4,-7.62,22.79,0.94
-6.64,-0.55,0.77,-1.34,-2.56,21.97,0.94
-6.72,-0.56,0.79,-1.36,-2.76,22.18,0.94
-6.61,-0.55,0.85,-1.4,-8.39,22.65,0.94
-6.71,-0.56,0.82,-1.37,-7.72,22.63,0.94
-6.73,-0.55,0.78,-1.35,-2.46,22.12,0.94
-6.58,-0.54,0.78,-1.35,-2.7,21.94,0.94
-6.66,-0.56,0.83,-1.37,-7.89,22.61,0.94
-6.74,-0.56,0.82,-1.38,-7.42,22.66,0.94
-6.67,-0.54,0.79,-1.36,-2.66,22.08,0.94
-6.67,-0.56,0.8,-1.38,-7.11,22.5,0.93
-6.69,-0.54,0.78,-1.34,-2.68,22.07,0.94
-6.83,-0.56,0.78,-1.36,-2.44,22.27,0.94
-6.7,-0.55,0.78,-1.33,-2.74,22.07,0.94
-6.67,-0.56,0.83,-1.4,-7.58,22.64,0.93
-6.72,-0.55,0.78,-1.35,-2.65,22.11,0.94
-6.74,-0.55,0.79,-1.36,-2.69,22.21,0.94
-6.65,-0.54,0.78,-1.34,-2.79,22.01,0.94
-6.73,-0.55,0.77,-1.33,-2.71,22.11,0.94
-6.62,-0.56,0.79,-1.37,-2.77,22.08,0.94
-6.65,-0.55,0.79,-1.35,-2.81,22.07,0.94
-6.65,-0.54,0.78,-1.35,-2.7,22.03,0.94
-6.87,-0.58,0.83,-1.41,-7.05,22.89,0.93
-6.79,-0.55,0.79,-1.37,-2.73,22.3,0.94
-6.74,-0.55,0.78,-1.35,-2.71,22.16,0.94
-6.72,-0.57,0.79,-1.36,-6.56,22.47,0.93
-6.77,-0.56,0.8,-1.37,-2.61,22.26,0.94
-6.8,-0.55,0.78,-1.34,-2.54,22.21,0.94
-6.7,-0.56,0.8,-1.37,-2.76,22.2,0.94
-6.71,-0.56,0.84,-1.4,-7.39,22.69,0.94
-6.69,-0.57,0.82,-1.39,-7.23,22.58,0.93
-6.85,-0.56,0.76,-1.34,-2.44,22.24,0.94
-6.62,-0.55,0.78,-1.35,-2.69,21.99,0.94
-6.71,-0.54,0.77,-1.33,-2.71,22.06,0.94
-6.68,-0.55,0.79,-1.36,-2.75,22.12,0.94
-6.72,-0.55,0.83,-1.39,-7.49,22.67,0.94
-6.7,-0.55,0.81,-1.38,-2.79,22.22,0.94
-6.81,-0.55,0.77,-1.34,-2.6,22.22,0.94
-6.74,-0.56,0.82,-1.39,-7.31,22.65,0.93
-6.83,-0.56,0.78,-1.36,-2.56,22.3,0.94
-6.63,-0.55,0.79,-1.36,-2.69,22.04,0.94
-6.77,-0.56,0.8,-1.37,-7.19,22.61,0.93
-6.79,-0.56,0.79,-1.37,-2.66,22.29,0.94
-6.78,-0.56,0.8,-1.36,-7.09,22.62,0.94
-6.67,-0.55,0.78,-1.34,-2.67,22.04,0.94
-6.74,-0.56,0.83,-1.38,-7.68,22.72,0.94
-6.59,-0.55,0.82,-1.39,-7.37,22.45,0.93
-6.66,-0.57,0.84,-1.4,-7.6,22.64,0.93
-6.74,-0.56,0.78,-1.36,-2.62,22.18,0.94
-6.64,-0.55,0.79,-1.35,-2.76,22.04,0.94
-6.73,-0.56,0.78,-1.35,-2.61,22.14,0.94
-6.69,-0.55,0.84,-1.4,-7.6,22.68,0.94
-6.71,-0.54,0.76,-1.32,-2.44,21.97,0.95
-6.66,-0.55,0.78,-1.34,-2.8,22.04,0.94
-6.71,-0.55,0.85,-1.4,-7.9,22.75,0.94
-6.77,-0.56,0.85,-1.4,-7.73,22.85,0.95
-6.71,-0.56,0.8,-1.37,-2.82,22.2,0.94
-6.71,-0.55,0.79,-1.37,-2.59,22.17,0.94
-6.55,-0.54,0.77,-1.34,-2.76,21.87,0.94
-6.76,-0.55,0.8,-1.36,-3.02,22.28,0.94
-6.65,-0.55,0.8,-1.36,-2.68,22.07,0.93
-6.74,-0.55,0.82,-1.39,-7.36,22.65,0.93
-6.84,-0.58,0.79,-1.37,-6.75,22.67,0.94
-6.75,-0.56,0.79,-1.36,-2.78,22.22,0.94
-6.77,-0.58,0.79,-1.37,-6.73,22.56,0.93
-6.66,-0.55,0.83,-1.38,-7.9,22.62,0.94
-6.78,-0.55,0.78,-1.35,-2.61,22.21,0.94
-6.72,-0.56,0.84,-1.38,-7.59,22.7,0.94
-6.67,-0.54,0.78,-1.33,-2.78,22.03,0.94
-6.74,-0.55,0.78,-1.35,-2.66,22.15,0.94
-6.68,-0.55,0.76,-1.33,-2.7,21.99,0.94
-6.8,-0.56,0.82,-1.37,-7.44,22.72,0.94
-6.74,-0.54,0.82,-1.38,-2.84,22.29,0.95
-6.77,-0.55,0.78,-1.35,-2.5,22.17,0.94
-6.78,-0.55,0.74,-1.28,-2.63,22.01,0.95
-6.69,-0.55,0.84,-1.38,-7.71,22.65,0.94
-6.68,-0.55,0.78,-1.34,-2.72,22.05,0.94
-6.71,-0.55,0.78,-1.35,-2.66,22.11,0.94
-6.66,-0.56,0.82,-1.38,-7.38,22.54,0.93
