Constant,log_P(atm),log_Fuel(%),log_Oxidizer(%),T0/S_H__T,T0/T,training_adj_r2
-0.12,-0.58,-0.47,-0.12,0.32,8.7,0.67
58.23,-0.93,-0.51,-18.85,1.15,8.06,0.74
-0.16,-0.59,-0.47,-0.13,0.13,8.82,0.68
82.31,-0.96,-0.55,-26.72,0.43,8.02,0.74
86.33,-1,-0.49,-28.07,-0.57,8.28,0.73
-0.02,-0.59,-0.46,-0.1,-0.34,8.62,0.69
57.54,-0.94,-0.51,-18.63,2.02,8.1,0.74
0.06,-0.6,-0.46,-0.16,-0.35,8.76,0.68
74.63,-0.96,-0.53,-24.24,0.3,8.19,0.75
-0.11,-0.61,-0.44,-0.13,-0.43,8.88,0.69
-0.16,-0.6,-0.48,-0.09,0.13,8.74,0.68
-0.44,-0.62,-0.49,-0.13,-0.1,9.24,0.71
0.08,-0.61,-0.42,-0.16,-0.76,8.82,0.7
59.07,-0.96,-0.51,-19.02,2.07,7.78,0.73
51.3,-0.93,-0.44,-16.52,1.28,7.94,0.73
64.36,-0.94,-0.49,-20.77,1.25,7.78,0.71
-0.02,-0.6,-0.52,-0.16,-0.19,8.8,0.7
93.28,-1.04,-0.53,-30.41,1.81,8.4,0.75
54.57,-0.94,-0.46,-17.56,1.9,7.81,0.72
48.27,-0.93,-0.48,-15.53,1.17,7.96,0.73
67.47,-0.97,-0.52,-21.84,1.9,7.96,0.73
65.09,-0.96,-0.51,-21.03,1.49,7.89,0.73
44.09,-0.93,-0.49,-14.14,3.15,7.79,0.74
-0.25,-0.62,-0.42,-0.08,-0.16,8.89,0.7
-0.1,-0.59,-0.47,-0.11,-0.08,8.74,0.69
75.93,-0.97,-0.49,-24.64,0.63,8.11,0.73
-0.01,-0.61,-0.47,-0.13,-0.5,8.76,0.69
24.33,-0.91,-0.43,-7.6,2.23,7.7,0.75
-0.13,-0.6,-0.46,-0.09,0.14,8.69,0.68
51.49,-0.93,-0.52,-16.69,2.22,8.2,0.74
54.92,-0.95,-0.48,-17.69,2.48,7.82,0.72
59.04,-0.95,-0.5,-19.07,1.32,8,0.73
-0.07,-0.59,-0.48,-0.16,-0.06,8.85,0.69
66.5,-0.98,-0.52,-21.54,3.79,7.96,0.72
-0.33,-0.62,-0.43,-0.09,-0.07,9,0.7
37.77,-0.9,-0.49,-12.03,2.02,7.68,0.73
48.65,-0.93,-0.49,-15.65,1.98,7.85,0.73
54.21,-0.96,-0.48,-17.41,2.52,7.72,0.73
57.57,-0.96,-0.49,-18.57,2.3,7.9,0.74
75.39,-0.95,-0.47,-24.54,-1.91,8.47,0.75
40.01,-0.94,-0.46,-12.74,2.48,7.69,0.74
59.87,-0.97,-0.5,-19.31,2.39,7.88,0.74
-0.12,-0.6,-0.45,-0.14,-0.04,8.88,0.68
56.74,-0.96,-0.48,-18.3,1.55,7.97,0.74
66.81,-0.98,-0.48,-21.59,1.89,7.88,0.72
-0.26,-0.6,-0.46,-0.06,0.4,8.74,0.68
-0.43,-0.58,-0.5,-0.15,0.39,9.17,0.69
57.67,-0.93,-0.5,-18.61,1.64,7.89,0.73
-0.26,-0.61,-0.44,-0.08,0.23,8.84,0.69
0.13,-0.57,-0.46,-0.08,-0.06,8.33,0.66
-0.24,-0.59,-0.46,-0.1,0.42,8.8,0.68
46.6,-0.93,-0.49,-14.97,1.85,7.86,0.73
-0.87,-0.63,-0.5,-0.1,0.9,9.59,0.71
67.99,-1,-0.51,-22.05,3.9,8.07,0.73
76.07,-0.97,-0.5,-24.65,0.19,8.03,0.73
-0.2,-0.61,-0.47,-0.11,-0.21,8.89,0.69
61.51,-0.97,-0.49,-19.87,1.95,7.95,0.73
40.49,-0.93,-0.48,-12.98,3.77,7.84,0.73
0.15,-0.62,-0.38,-0.18,-1.22,8.84,0.7
26.57,-0.92,-0.39,-8.41,2.71,7.96,0.75
65.55,-0.99,-0.51,-21.21,3.23,7.97,0.73
-0.77,-0.61,-0.51,-0.09,1.25,9.36,0.7
0.04,-0.58,-0.47,-0.14,0.07,8.61,0.67
0.25,-0.59,-0.45,-0.14,-0.72,8.49,0.68
-0.27,-0.6,-0.47,-0.05,0.39,8.71,0.69
49.52,-0.95,-0.48,-15.94,3.53,7.85,0.73
46.6,-0.93,-0.5,-14.94,2.44,7.75,0.73
-0.05,-0.6,-0.48,-0.17,-0.25,8.86,0.7
-0.01,-0.6,-0.38,-0.09,-0.45,8.62,0.67
67.96,-0.97,-0.51,-21.99,1.22,7.98,0.73
-0.22,-0.61,-0.47,-0.05,0.27,8.68,0.69
60.26,-0.97,-0.47,-19.52,0.52,8.26,0.75
64,-0.96,-0.5,-20.7,1.87,7.92,0.73
67.6,-0.99,-0.49,-21.85,1.98,7.91,0.72
48.71,-0.96,-0.46,-15.68,2.23,7.97,0.74
60.34,-0.96,-0.49,-19.49,1.57,7.97,0.73
62.28,-0.95,-0.48,-20.18,1.01,8.13,0.74
57.66,-0.95,-0.47,-18.59,1.52,7.85,0.72
-0.21,-0.61,-0.48,0,0.23,8.51,0.7
-0.2,-0.61,-0.43,-0.04,0.08,8.64,0.68
-0.14,-0.61,-0.46,-0.15,-0.54,8.99,0.7
-0.44,-0.59,-0.49,-0.08,0.58,8.96,0.7
-0.06,-0.6,-0.44,-0.13,-0.21,8.76,0.68
58.75,-0.95,-0.48,-18.95,1.82,7.87,0.73
52.47,-0.96,-0.49,-16.83,2.81,7.67,0.74
67.42,-0.99,-0.45,-21.77,1.16,7.9,0.72
46.93,-0.91,-0.53,-15.22,2.5,8.24,0.74
44.1,-0.94,-0.49,-14.11,2.85,7.71,0.73
43.41,-0.93,-0.43,-13.88,1.69,7.77,0.73
61.47,-0.93,-0.56,-20.02,1.87,8.36,0.74
82.47,-0.99,-0.5,-26.77,0.4,8.1,0.74
52.27,-0.93,-0.49,-16.83,0.9,7.91,0.74
66.9,-0.96,-0.51,-21.66,1.98,7.96,0.73
71.64,-0.98,-0.47,-23.19,0.14,8.06,0.75
46.15,-0.96,-0.47,-14.83,3.33,7.86,0.73
0.21,-0.6,-0.46,-0.17,-0.81,8.68,0.7
-0.2,-0.59,-0.48,-0.08,0.34,8.73,0.68
-0.05,-0.61,-0.46,-0.13,-0.32,8.81,0.68
43.61,-0.97,-0.44,-13.97,2.36,7.93,0.75
60.59,-0.95,-0.5,-19.56,1.8,7.88,0.72
-0.22,-0.6,-0.46,-0.09,0.25,8.77,0.69
78.34,-0.97,-0.5,-25.38,1.01,7.9,0.73
45.9,-0.94,-0.48,-14.76,1.75,7.98,0.74
48.79,-0.93,-0.5,-15.68,2.62,7.78,0.73
-0.11,-0.59,-0.46,-0.06,0.09,8.57,0.69
48.64,-0.93,-0.49,-15.65,2.98,7.85,0.74
-0.47,-0.62,-0.43,-0.03,0.46,8.93,0.7
29.85,-0.93,-0.48,-9.58,3.41,8.21,0.76
61.6,-0.97,-0.49,-19.91,1.59,7.99,0.73
-0.19,-0.61,-0.47,-0.05,0.33,8.63,0.68
44.75,-0.91,-0.46,-14.38,1.79,7.88,0.73
74.07,-0.94,-0.53,-24.02,0.83,7.96,0.73
52.8,-0.94,-0.47,-17.01,1.93,7.88,0.73
62.6,-0.97,-0.5,-20.28,1.67,8.13,0.72
38.65,-0.94,-0.42,-12.4,1.45,8.09,0.75
-0.45,-0.63,-0.45,0.02,0.58,8.73,0.7
-0.27,-0.6,-0.5,-0.12,0.16,8.95,0.69
44.43,-0.94,-0.45,-14.28,1.49,7.98,0.74
63.41,-0.96,-0.5,-20.45,2.25,7.75,0.73
49.18,-0.94,-0.46,-15.81,2.25,7.87,0.73
-0.13,-0.59,-0.49,-0.14,-0.1,8.85,0.7
69.57,-0.96,-0.48,-22.53,0.53,8.02,0.72
-0.13,-0.6,-0.48,-0.12,0.03,8.8,0.68
-0.06,-0.59,-0.43,-0.17,-0.27,8.87,0.69
79.66,-1.02,-0.51,-25.87,3.38,8.07,0.73
-0.47,-0.6,-0.48,-0.05,0.76,8.89,0.69
-0.21,-0.59,-0.48,-0.12,0.36,8.82,0.68
60.23,-0.94,-0.51,-19.58,0.99,8.37,0.74
0.04,-0.6,-0.43,-0.18,-0.3,8.81,0.68
-0.09,-0.6,-0.49,-0.11,-0.13,8.73,0.69
61.63,-0.93,-0.5,-19.91,1.72,7.86,0.72
-0.03,-0.58,-0.49,-0.17,0,8.8,0.68
50.01,-0.96,-0.44,-16.08,1.95,7.94,0.74
62.66,-0.94,-0.48,-20.24,0.69,7.95,0.73
51.47,-0.98,-0.44,-16.56,1.53,7.98,0.75
56.95,-0.96,-0.48,-18.39,2.05,7.96,0.73
57.08,-0.95,-0.49,-18.42,2.18,7.93,0.72
50.74,-0.93,-0.51,-16.36,2.06,7.94,0.72
46.43,-0.94,-0.49,-14.89,2.55,7.75,0.73
0.1,-0.59,-0.44,-0.18,-0.61,8.77,0.69
-0.14,-0.59,-0.47,-0.12,-0.06,8.76,0.69
53.06,-0.96,-0.48,-17.09,1.93,7.92,0.73
-0.36,-0.6,-0.48,-0.08,0.78,8.87,0.68
55.97,-0.95,-0.48,-18.04,2.02,7.86,0.72
-0.55,-0.6,-0.5,-0.13,0.93,9.22,0.69
41.47,-0.92,-0.49,-13.29,3.19,7.81,0.74
44.87,-0.94,-0.5,-14.42,3.62,7.84,0.73
-0.05,-0.6,-0.47,-0.15,-0.15,8.84,0.68
78.12,-1,-0.51,-25.33,1.43,8.03,0.73
43.69,-0.92,-0.5,-14.04,4.15,7.8,0.73
-0.12,-0.6,-0.47,-0.13,-0.12,8.81,0.68
42.85,-0.91,-0.5,-13.74,3.69,7.71,0.73
-0.07,-0.61,-0.45,-0.16,-0.72,8.94,0.7
55.43,-0.92,-0.51,-17.91,2.62,7.9,0.73
43.37,-0.93,-0.49,-13.91,3.15,7.8,0.74
-0.4,-0.6,-0.51,-0.14,0.5,9.14,0.69
51.98,-0.95,-0.48,-16.71,1.68,7.84,0.73
-0.35,-0.61,-0.48,-0.1,0.52,8.97,0.68
-0.17,-0.6,-0.46,-0.06,0.13,8.64,0.68
0.11,-0.6,-0.45,-0.14,-0.77,8.68,0.69
-0.04,-0.63,-0.44,-0.12,-0.44,8.81,0.69
42.94,-0.93,-0.49,-13.78,2.51,7.86,0.74
55.78,-0.92,-0.49,-17.97,1.9,7.78,0.72
-0.46,-0.58,-0.49,-0.1,0.67,8.99,0.7
51.65,-0.94,-0.49,-16.63,2.51,7.87,0.72
51.69,-0.94,-0.5,-16.76,2.07,8.27,0.74
54.2,-0.95,-0.5,-17.45,2.35,7.84,0.73
64.82,-0.96,-0.54,-20.98,2.08,7.97,0.74
-0.13,-0.61,-0.45,-0.09,-0.36,8.76,0.69
-0.34,-0.6,-0.49,-0.18,0.23,9.2,0.7
71.8,-0.98,-0.49,-23.3,0.76,8.18,0.74
58.32,-0.96,-0.51,-18.88,3.37,8.03,0.73
54.32,-0.93,-0.49,-17.5,1.98,7.84,0.73
92.29,-1.02,-0.53,-30.02,-0.97,8.32,0.74
-0.29,-0.6,-0.49,-0.13,0.14,9.01,0.7
42.79,-0.98,-0.39,-13.72,1.59,8.06,0.76
57.59,-0.94,-0.5,-18.62,2.02,7.98,0.74
52.91,-0.94,-0.46,-17.05,1.42,7.94,0.72
-0.05,-0.58,-0.45,-0.13,0.11,8.67,0.68
-0.11,-0.6,-0.49,-0.15,-0.4,8.91,0.7
49.96,-0.95,-0.49,-16.05,2.18,7.83,0.74
55.43,-0.96,-0.5,-17.94,1.89,8.16,0.73
84.03,-0.97,-0.5,-27.33,0.55,8.2,0.73
50.45,-0.94,-0.48,-16.25,2.66,7.92,0.73
0.14,-0.63,-0.41,-0.17,-1.34,8.84,0.7
-0.2,-0.59,-0.46,-0.14,0.01,8.92,0.68
42.29,-0.92,-0.49,-13.59,1.39,7.99,0.74
56.49,-0.95,-0.53,-18.23,2.94,7.87,0.73
-0.15,-0.61,-0.5,-0.15,-0.2,8.98,0.7
54.25,-0.95,-0.49,-17.48,2.08,7.91,0.73
62.44,-0.97,-0.48,-20.18,1.45,7.98,0.73
32.6,-0.95,-0.39,-10.35,1.63,7.95,0.75
45.21,-0.94,-0.43,-14.47,1.54,7.8,0.74
-0.33,-0.59,-0.47,-0.12,0.36,8.97,0.69
-0.37,-0.62,-0.45,-0.01,0.5,8.72,0.69
68.78,-1,-0.48,-22.26,1.88,8.02,0.73
50.78,-0.93,-0.5,-16.43,2.24,8.13,0.73
63.73,-0.97,-0.53,-20.65,3.26,8.04,0.74
73.58,-0.97,-0.57,-23.87,1.62,8.05,0.74
64.65,-0.95,-0.5,-20.94,1.61,8.02,0.73
0.2,-0.61,-0.44,-0.15,-0.82,8.61,0.68
58.29,-0.96,-0.51,-18.83,2.4,7.96,0.72
83.54,-0.98,-0.51,-27.18,-0.14,8.29,0.75
-0.14,-0.6,-0.46,-0.08,0.26,8.66,0.67
0.04,-0.61,-0.48,-0.17,-0.41,8.83,0.69
71.53,-0.98,-0.48,-23.14,0.88,7.95,0.73
52.3,-0.93,-0.49,-16.84,1.45,7.88,0.73
-0.22,-0.6,-0.46,-0.08,0.4,8.73,0.67
72.5,-0.99,-0.5,-23.51,0.99,8.14,0.73
58.52,-0.96,-0.48,-18.87,2.05,7.89,0.73
59.93,-0.98,-0.49,-19.35,2.12,7.96,0.73
56.58,-0.94,-0.47,-18.24,0.98,7.9,0.73
-0.17,-0.58,-0.46,-0.13,0.38,8.81,0.69
45.24,-0.92,-0.46,-14.53,2.19,7.84,0.72
49.85,-0.95,-0.45,-16.05,0.31,8.09,0.76
-0.06,-0.58,-0.46,-0.13,0.09,8.69,0.68
-0.23,-0.6,-0.48,-0.08,0.58,8.71,0.67
62.2,-0.94,-0.5,-20.12,1.21,8.02,0.73
56.41,-0.96,-0.48,-18.19,1.56,7.95,0.73
-0.64,-0.6,-0.5,-0.05,1.29,9.03,0.69
-0.19,-0.58,-0.45,-0.13,0.33,8.84,0.68
74.51,-1.01,-0.51,-24.18,2.93,8.08,0.73
-0.1,-0.58,-0.48,-0.1,0.12,8.62,0.68
58.68,-0.97,-0.49,-18.92,3.11,7.81,0.72
53.95,-0.97,-0.48,-17.34,1.85,7.83,0.74
61.42,-0.93,-0.55,-19.93,1.8,8.13,0.73
0.14,-0.58,-0.47,-0.14,-0.25,8.55,0.68
55.31,-0.93,-0.46,-17.85,1.22,7.97,0.72
56.24,-0.96,-0.51,-18.17,4.09,7.93,0.74
65.16,-0.96,-0.48,-21.09,0.54,8.08,0.75
59.04,-0.96,-0.48,-19.1,2.21,8.07,0.73
51.25,-0.92,-0.51,-16.47,2.25,7.71,0.72
68.31,-0.96,-0.48,-22.13,0.48,8.08,0.73
52.34,-0.99,-0.44,-16.83,1.63,7.97,0.75
0.14,-0.61,-0.45,-0.13,-0.75,8.64,0.69
51.38,-0.94,-0.51,-16.69,1.24,8.41,0.74
42.66,-0.93,-0.46,-13.66,1.2,7.89,0.73
-0.01,-0.6,-0.45,-0.12,-0.42,8.71,0.68
62.75,-0.95,-0.49,-20.33,-0.25,8.21,0.76
48.14,-0.95,-0.48,-15.45,2.66,7.8,0.73
71.29,-0.97,-0.52,-23.11,1.92,8.02,0.73
0.18,-0.58,-0.46,-0.14,-0.66,8.54,0.68
-0.08,-0.6,-0.46,-0.14,-0.13,8.8,0.69
61.54,-0.97,-0.46,-19.89,1.26,8.03,0.74
57.78,-0.96,-0.51,-18.67,2.52,7.96,0.73
61.91,-0.97,-0.49,-20.02,1.92,8.01,0.73
67.52,-1,-0.49,-21.87,1.55,8.11,0.73
-0.11,-0.59,-0.47,-0.14,0.01,8.82,0.68
59.27,-0.94,-0.49,-19.13,1.77,7.86,0.72
52.44,-0.96,-0.46,-16.91,2.14,8.01,0.74
0.24,-0.59,-0.42,-0.16,-1,8.6,0.69
54.21,-0.95,-0.48,-17.42,1.76,7.75,0.74
54.7,-0.95,-0.51,-17.6,1.91,7.81,0.73
0.05,-0.59,-0.47,-0.13,-0.49,8.66,0.68
57.83,-0.97,-0.49,-18.66,2.29,7.92,0.73
-0.11,-0.61,-0.47,-0.12,-0.07,8.81,0.68
43.01,-0.93,-0.46,-13.77,1.83,7.84,0.74
0.11,-0.59,-0.47,-0.16,-0.2,8.64,0.67
0.13,-0.62,-0.4,-0.15,-1.29,8.78,0.7
-0.15,-0.59,-0.47,-0.09,-0.07,8.72,0.68
66.26,-0.96,-0.5,-21.45,1.44,8.01,0.74
67.18,-1,-0.41,-21.68,0.23,7.99,0.74
41.83,-0.93,-0.5,-13.43,2.82,7.91,0.74
-0.1,-0.57,-0.47,-0.11,0.07,8.65,0.68
53.61,-0.95,-0.5,-17.29,3.22,7.9,0.73
74.39,-0.98,-0.5,-24.15,0.22,8.21,0.74
-0.39,-0.6,-0.5,-0.1,0.49,9,0.7
-0.09,-0.59,-0.48,-0.18,-0.1,8.92,0.7
57.2,-0.94,-0.48,-18.44,1.79,7.83,0.72
61.1,-0.96,-0.49,-19.78,2.01,8.06,0.74
41.47,-0.92,-0.5,-13.36,2.15,8.07,0.74
59.32,-0.96,-0.51,-19.13,2.39,7.86,0.74
60.56,-0.96,-0.48,-19.55,1.78,7.93,0.73
-0.3,-0.59,-0.51,-0.14,0.23,9.01,0.69
0,-0.62,-0.45,-0.13,-0.49,8.75,0.7
51.61,-0.94,-0.47,-16.58,1.97,7.79,0.73
-0.01,-0.6,-0.48,-0.17,-0.67,8.91,0.7
-0.26,-0.58,-0.49,-0.09,0.42,8.77,0.69
45.26,-0.95,-0.43,-14.59,1.65,8.15,0.75
-0.07,-0.58,-0.48,-0.14,0.09,8.73,0.68
53.35,-0.96,-0.45,-17.2,1.69,7.98,0.74
50.12,-0.95,-0.47,-16.1,2.37,7.81,0.73
52.12,-0.92,-0.5,-16.73,2.56,7.64,0.72
-0.29,-0.59,-0.49,-0.1,0.5,8.87,0.68
57.68,-0.96,-0.49,-18.62,2,7.95,0.73
62.67,-0.97,-0.48,-20.23,1.75,7.86,0.73
42.84,-0.96,-0.48,-13.78,2.8,8.06,0.76
-0.31,-0.59,-0.45,-0.12,-0.1,9.02,0.7
43.03,-0.94,-0.47,-13.77,2.79,7.78,0.72
38.64,-0.94,-0.45,-12.34,2.56,7.85,0.74
-0.28,-0.61,-0.44,-0.07,0.27,8.83,0.69
65.23,-0.95,-0.49,-21.11,1.32,7.96,0.73
45.31,-0.94,-0.49,-14.53,3.07,7.8,0.73
75.2,-0.98,-0.52,-24.42,0.8,8.14,0.73
-0.06,-0.58,-0.46,-0.12,0.22,8.65,0.67
38.18,-0.94,-0.43,-12.17,2.52,7.79,0.74
65.09,-0.94,-0.49,-21.05,1.05,7.9,0.72
40.89,-0.95,-0.43,-13.09,2.09,7.93,0.74
46.52,-0.96,-0.43,-14.95,1.66,7.99,0.75
