,Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,y_pred,y_act
49,1.0,8.3,2.2,3.4000000000000004,1.1,4.3,2.0,1.16,9.927,3.0,4.699999999999999,10.2,5.35777516747091,6
51,1.0,9.8,3.5999999999999996,4.5,1.6,4.2,1.1,1.24,9.943999999999999,2.93,4.6000000000000005,10.8,4.811061581192674,5
52,1.0,6.7,2.7,2.6,2.3,4.3,6.1,1.81,9.939400000000001,3.45,6.3,10.6,6.361152733822532,6
53,1.0,5.9,4.8,3.0,1.5,3.6999999999999997,1.9,0.78,9.9057,3.47,4.2,11.9,5.9953455433080896,7
59,1.0,6.2,2.0,2.6,1.1,4.7,4.2,1.19,9.9158,3.48,6.0,11.0,6.452307522209639,7
65,1.0,5.7,2.2,3.3000000000000003,1.9,3.5999999999999996,3.7,1.1,9.8945,3.26,5.8,12.4,6.857016173958973,6
67,1.0,6.1,2.6,2.8000000000000003,1.7,4.3,2.4,0.98,9.8918,3.14,4.4,12.5,6.341442984738296,6
68,1.0,6.2,1.2,3.4000000000000004,1.5,4.5,4.3,1.17,9.939,3.42,5.1,9.0,5.9826532618649955,6
70,1.0,6.4,2.4,2.7,1.5,4.0,3.5,1.05,9.8914,3.13,3.0,12.4,6.316586415027219,6
73,1.0,5.6,2.9,0.5,0.8,3.8,1.1,0.3,9.924,3.36,3.5,9.2,5.088227801717318,5
76,1.0,6.1,2.7,3.1,1.5,3.5000000000000004,1.7,0.83,9.9076,3.32,4.4,11.1,6.1128468830853695,7
85,1.0,7.5,1.7000000000000002,3.7,1.5,6.0,1.8,0.75,9.936,3.54,8.8,10.7,6.438802528260578,5
87,1.0,8.0,3.5999999999999996,3.9000000000000004,1.6,2.4,2.6,0.93,9.9116,3.15,4.9,11.9,6.078099986030654,6
95,1.0,6.6,1.7999999999999998,2.8000000000000003,1.7,4.09999999999999,5.3,1.61,9.9207,3.13,4.5,10.2,6.090114379559922,6
96,1.0,7.6,2.3000000000000003,3.4000000000000004,1.6,4.3,2.4,1.29,9.9305,3.12,7.0,10.4,5.775143445203471,5
99,1.0,7.0,2.3000000000000003,3.5,1.4,3.5999999999999996,3.1,1.13,9.911999999999999,3.16,4.8,10.8,6.110117379536407,7
100,1.0,5.1,4.2,0.1,1.5,1.7000000000000002,2.5,1.02,9.894,3.38,3.5999999999999996,12.3,6.038223719064625,7
101,1.0,6.7,2.1,4.9,1.4,4.7,3.0,1.14,9.914,2.92,4.2,10.8,5.518468212095512,7
103,1.0,6.5,2.2,3.2,2.2,2.79999999999999,3.6,0.92,9.9076,3.27,5.8999999999999995,11.9,6.772496126019999,7
105,1.0,7.3,1.7999999999999998,2.9,1.0,3.5999999999999996,2.6,1.01,9.9,3.09,3.7,11.7,6.0706631193937985,6
108,1.0,7.3,2.5,3.5999999999999996,2.1,3.4000000000000004,3.0,1.77,9.9085,3.25,4.0,11.9,6.531720688766412,8
109,1.0,8.1,1.2,3.8,0.9,3.4000000000000004,3.6,0.86,9.9026,2.8,5.5,12.0,5.958218348786334,6
110,1.0,7.2,2.4,3.5999999999999996,2.0,2.89999999999999,2.1,0.63,9.9076,3.13,6.3,12.5,6.371291108090336,6
111,1.0,5.8,1.7000000000000002,3.5999999999999996,1.3,3.5999999999999996,1.1,0.7,9.9202,3.43,6.800000000000001,10.4,6.144418954037923,7
120,1.0,6.9,1.7999999999999998,3.5999999999999996,1.3,3.5999999999999996,4.0,1.17,9.934,3.27,9.5,9.5,6.280281377716869,7
122,1.0,7.2,2.4,2.7,1.4,3.8,3.1,1.22,9.927,3.15,4.6000000000000005,10.3,5.568050311073671,6
123,1.0,8.1,2.0,3.0,1.3,3.5999999999999996,0.7,0.49,9.924199999999999,2.99,7.3,10.3,5.6487942858606734,5
124,1.0,5.0,3.3000000000000003,1.6,1.5,4.9,1.0,0.97,9.917,3.48,4.4,10.7,5.621957586752533,6
133,1.0,7.1,3.5999999999999996,2.4,1.8,2.5,3.2,1.02,9.902999999999999,3.34,5.8999999999999995,12.8,6.633262525097178,6
134,1.0,5.8,2.8000000000000003,1.7999999999999998,1.2,5.79999999999999,0.7,1.08,9.928799999999999,3.23,5.8,9.55,5.101380028783035,4
140,1.0,6.7,2.3000000000000003,1.7000000000000002,1.3,6.1,1.4,1.0,9.925,3.07,5.5,9.5,5.302111189064322,5
141,1.0,5.8,4.1499999999999995,1.3,1.4,4.0,1.1,0.64,9.922,3.29,5.2,10.5,5.2167794579126054,5
144,1.0,6.9,3.0,3.5999999999999996,0.9,3.6999999999999997,4.0,1.56,9.8968,3.08,3.5999999999999996,12.1,5.975572659357486,6
146,1.0,4.9,3.35,1.4000000000000001,1.3,3.5999999999999996,6.9,1.68,9.9212,3.47,4.6000000000000005,10.4666666667,6.007046496768533,5
157,1.0,6.5,1.7999999999999998,3.4000000000000004,1.6,4.0,4.3,1.48,9.911999999999999,3.32,5.8999999999999995,11.5,6.602882573725702,8
158,1.0,7.3,2.6,2.4,1.7,5.0,1.0,1.12,9.9286,3.11,4.3,9.9,5.333691743520893,5
166,1.0,7.1,2.3000000000000003,3.9000000000000004,1.6,3.2,1.2,0.65,9.898,3.25,4.0,12.7,6.397505634295233,7
168,1.0,7.8,3.4000000000000004,2.7,1.2,4.0,2.5,1.06,9.932,3.01,5.5,10.4,5.037855533094478,5
169,1.0,6.0,2.7,4.0,1.7,2.1,1.8,0.82,9.891,3.24,9.5,13.1333333333,7.019456041886442,6
172,1.0,6.5,1.9,3.0,0.8,4.3,3.3,1.44,9.936,3.42,3.9000000000000004,9.1,5.481517243909182,6
180,1.0,6.7,3.1,0.8,1.3,3.8,5.8,1.47,9.922,3.18,4.6000000000000005,10.0,5.795193242615701,5
181,1.0,8.8,3.5,4.9,1.0,3.5999999999999996,1.4,0.56,9.92,2.96,3.3000000000000003,10.5,5.234429014378586,4
185,1.0,7.1,2.1,3.3000000000000003,1.2,3.9,3.4,0.97,9.911200000000001,3.11,7.5,11.2,6.268936331106259,6
188,1.0,7.9,3.5,3.5999999999999996,1.6,3.8,1.1,1.24,9.928,3.25,4.8,11.0,5.56036391069529,5
193,1.0,5.7,2.1,3.2,0.9,3.8,3.8,1.21,9.907399999999999,3.24,4.6000000000000005,10.6,6.0060028696464665,6
198,1.0,6.4,2.5,3.3000000000000003,1.7,3.6999999999999997,3.5,1.13,9.9164,3.23,6.6000000000000005,10.6,6.305029278837702,6
200,1.0,6.0,2.6,1.5,1.2,5.3,3.5,1.24,9.9347,3.08,4.6000000000000005,8.8,4.93068123783452,5
202,1.0,6.6,2.7,3.0,1.9,2.5,1.4,1.53,9.928,3.29,6.2,10.5,5.850643094555339,6
207,1.0,5.2,3.35,2.0,1.7,3.3000000000000003,1.7,0.74,9.9002,3.34,4.8,12.3,6.067431182894235,6
208,1.0,7.2,2.1,3.7,1.6,4.9,2.3,0.94,9.924,3.16,4.8,10.9,5.713983679961357,7
209,1.0,9.2,2.8000000000000003,4.1,1.0,4.2,1.4,0.59,9.922,2.96,2.5,10.5,5.219237568368615,6
210,1.0,8.0,2.5,3.5,1.1,5.4,1.3,1.36,9.9366,3.08,5.5,9.5,5.131160366746746,5
212,1.0,5.3,3.95,0.7000000000000001,1.3,3.5000000000000004,2.6,1.02,9.92,3.5,3.5,10.6,5.493294423545698,6
218,1.0,6.1,2.4,2.6,1.7,3.3000000000000003,6.1,1.34,9.902999999999999,3.19,8.100000000000001,11.9,6.923054445080875,7
223,1.0,8.9,3.2,4.9,1.6,5.0,1.7,1.31,9.956,3.13,3.4000000000000004,9.4,4.707899262955249,5
227,1.0,7.8,2.4,3.8,2.1,5.79999999999999,1.4,1.67,9.94,3.21,5.5,9.9,5.634330985064314,5
231,1.0,6.8,2.1,2.7,2.1,3.0,2.6,1.39,9.9,3.16,6.1,12.6,6.696200153051895,7
232,1.0,8.8,2.0,2.8000000000000003,1.1,1.7999999999999998,1.8,0.72,9.926,2.97,3.5,10.4,5.314119367148841,5
236,1.0,6.9,1.7999999999999998,3.3000000000000003,1.0,5.4,2.4,1.64,9.926,3.42,5.1,10.5,5.899791409233291,5
237,1.0,8.5,2.0,4.0,1.1,4.6,3.1,1.06,9.9194,3.0,3.5,10.5,5.676359134977184,4
244,1.0,6.6,1.6,3.0,1.6,3.4000000000000004,1.5,0.78,9.92,3.38,4.4,11.2,6.038460193283266,6
245,1.0,7.4,1.6,3.0,1.4,6.4,3.4,1.66,9.9136,3.11,4.2,11.433333333299998,5.966621090053864,6
246,1.0,6.1,2.0,2.5,1.2,3.8,3.4,1.28,9.921,3.24,4.4,10.1,5.710620173949439,5
249,1.0,8.2,2.6,4.4,1.3,4.6,0.7,0.69,9.943999999999999,3.14,6.2,10.2,5.052549032747041,4
255,1.0,5.8,3.0,4.2,1.1,3.5999999999999996,1.9,1.13,9.8871,3.1,4.6000000000000005,12.6,6.0737778602221235,7
258,1.0,9.4,2.9,5.5,2.2,5.0,1.7,1.19,9.962,3.12,6.8999999999999995,10.3,5.181780593801492,4
261,1.0,7.2,1.7000000000000002,4.1,1.6,5.2,2.4,1.26,9.9228,3.19,4.9,10.8,5.921028665060525,5
271,1.0,7.6,3.4499999999999997,2.6,1.9,4.3,1.5,1.34,9.936,3.08,3.8,9.5,5.105765367597338,5
272,1.0,6.4,2.3000000000000003,3.9000000000000004,1.8,3.2,2.3,1.18,9.911999999999999,3.32,5.0,11.8,6.285253246933513,6
273,1.0,7.2,1.7999999999999998,3.1,1.1,4.5,2.0,0.73,9.925,3.32,4.0,10.8,5.662180930343852,7
278,1.0,7.0,2.6,5.8999999999999995,1.4,3.6999999999999997,4.0,1.2,9.918,3.34,4.1,11.1,6.24678397516862,7
280,1.0,7.8,1.7000000000000002,2.3000000000000003,1.7,2.89999999999999,3.9,1.28,9.927200000000001,3.37,4.1,10.7,6.310880083589831,7
282,1.0,7.4,1.7000000000000002,2.9,1.4,4.7,2.3,1.07,9.939,3.52,6.5,10.4,6.051725139269334,6
283,1.0,8.1,1.2,4.9,1.2,4.2,4.3,1.6,9.934,3.13,4.8,9.7,5.863327544160824,6
284,1.0,7.2,2.4,3.0,1.6,4.8,2.7,1.31,9.933,3.25,4.5,10.5,5.5361190092561765,5
288,1.0,7.0,3.1,5.2,1.7,2.89999999999999,0.5,0.61,9.918,3.07,4.3,10.4,5.545998061359907,5
289,1.0,6.7,1.9,3.9000000000000004,1.0,3.2,1.4,0.71,9.8912,3.31,3.8,13.0,6.419233537291237,7
291,1.0,6.2,2.1,2.7,1.7,3.8,4.1,1.5,9.933,3.49,7.1,10.5,6.2833583533521775,7
294,1.0,6.2,2.5,2.5,1.4,3.0,3.5,1.05,9.911999999999999,3.3,4.4,11.1,6.088295341318572,7
298,1.0,6.1,4.5,2.7,0.8,3.9,1.3,0.82,9.927,3.23,3.2,9.5,4.654337655545861,5
302,1.0,7.3,1.7999999999999998,6.5,1.4,4.6,2.8,1.57,9.946,3.33,6.2,9.4,5.706689885988168,6
303,1.0,6.1,1.7000000000000002,2.7,1.5,5.59999999999999,4.5,1.35,9.924,3.2,4.3,10.2,5.7726566049844985,6
310,1.0,6.2,2.7,1.7999999999999998,1.5,2.79999999999999,2.0,1.11,9.9228,3.41,5.0,10.0,5.9344655266115645,5
311,1.0,6.0,2.2,2.8000000000000003,1.1,3.4000000000000004,4.7,0.9,9.8862,3.22,3.8,12.6,6.634417574595788,6
312,1.0,6.5,1.9,2.8000000000000003,1.4,4.6,2.2,0.9,9.9038,3.18,5.1,11.7,6.175889882868379,7
313,1.0,6.0,2.0,3.8,1.3,3.4000000000000004,3.7,1.04,9.8865,3.11,5.2,12.7,6.6204005747761,6
314,1.0,7.3,2.1,2.9,1.6,3.4000000000000004,2.9,1.18,9.917,3.3,5.0,11.0,6.321338114280737,8
315,1.0,5.8,2.6,2.9,1.0,4.2,3.5,1.01,9.904399999999999,3.36,4.8,11.4,6.19897333898824,7
316,1.0,7.5,1.4000000000000001,3.4000000000000004,1.3,5.5,5.0,1.53,9.945,3.29,8.0,9.6,5.983742469728543,6
318,1.0,5.8,3.15,2.7,1.55,2.6,1.5,0.7,9.8994,3.37,4.0,11.9,6.2303480311729205,8
323,1.0,7.2,2.5,3.2,1.5,5.4,2.4,1.05,9.9154,3.17,4.8,11.1,5.906722815190743,6
325,1.0,6.9,2.4,4.9,1.3,3.2,3.5,1.48,9.932,3.45,5.699999999999999,10.7,6.033638705918753,7
327,1.0,6.4,1.5,2.9,1.8,4.3999999999999995,2.1,1.15,9.916599999999999,3.1,3.8,10.2,5.821415661316719,5
334,1.0,6.1,2.9,2.7,1.7,2.4,1.3,0.76,9.892999999999999,3.21,5.1,12.6,6.358005304959851,7
337,1.0,5.8,2.0,2.4,1.4,3.3000000000000003,6.5,1.69,9.904300000000001,3.59,5.6000000000000005,12.3,7.174950559751102,7
339,1.0,6.0,1.4000000000000001,3.7,1.2,3.2,6.3,1.48,9.9185,3.32,4.4,11.2,6.23190530721934,5
342,1.0,6.2,3.0,3.1,1.6,3.5000000000000004,4.0,1.06,9.8914,3.26,3.9000000000000004,12.9,6.5794910625632905,7
349,1.0,6.4,1.5,4.0,1.5,4.2,2.3,0.87,9.8972,3.11,4.6000000000000005,12.2,6.3206951590944,7
350,1.0,6.45,1.4000000000000001,4.2,1.2,5.0,5.1,1.29,9.9116,3.27,6.8999999999999995,11.1,6.650900645309423,7
351,1.0,7.1,3.3000000000000003,2.5,1.6,3.0,2.5,1.26,9.901,3.22,3.4000000000000004,12.1,6.182535330784824,7
355,1.0,6.3,2.0,4.0,1.5,3.6999999999999997,3.5,1.07,9.917,3.46,5.0,11.4,6.412569825683052,6
357,1.0,6.2,2.2,2.7,1.5,6.4,2.0,1.32,9.938,3.22,4.6000000000000005,9.2,5.127731482529613,6
361,1.0,6.9,2.8000000000000003,4.1,1.7,5.0,1.0,1.36,9.93,3.16,7.1,11.4,5.437531889924194,6
362,1.0,7.3,2.4,2.9,1.2,3.6999999999999997,3.7,0.97,9.926,3.19,7.0,10.1,5.970614242621526,6
364,1.0,7.2,2.0,2.2,1.6,4.3999999999999995,1.7,1.01,9.947099999999999,3.37,5.300000000000001,10.0,5.3096903394376405,5
366,1.0,7.3,1.4000000000000001,4.9,1.1,3.8,2.8,0.99,9.928,3.2,7.199999999999999,10.6,5.9578439012044795,6
369,1.0,6.9,3.1,3.2,1.2,2.4,2.0,1.66,9.9208,3.05,5.4,9.8,5.444890983190384,6
371,1.0,6.5,2.6,3.4000000000000004,1.4,4.0,2.5,1.84,9.9216,3.29,4.6000000000000005,10.7,5.760198400804733,5
372,1.0,7.2,2.4,2.9,2.2,3.6999999999999997,3.7,1.02,9.92,3.27,6.4,11.0,6.59116305591106,7
374,1.0,6.5,3.5999999999999996,1.6,1.3,5.4,1.1,1.07,9.9398,3.19,3.9000000000000004,8.5,4.6684694998601515,5
375,1.0,8.0,2.3000000000000003,4.1,1.1,4.8,3.5,1.5,9.9168,3.09,4.699999999999999,11.2,5.870687202879879,5
376,1.0,7.8,2.2,3.5999999999999996,1.4,5.59999999999999,2.1,1.53,9.93,3.2,5.300000000000001,10.4,5.679362973656795,6
379,1.0,7.0,4.0,2.5,1.8,5.0,5.1,1.89,9.917399999999999,3.0,5.5,11.4,5.6933011775071565,6
381,1.0,6.8,1.1,4.2,1.1,4.2,5.1,1.32,9.905899999999999,3.18,7.4,11.3,6.816376092828065,7
383,1.0,6.9,1.9,3.3000000000000003,1.6,4.3,6.3,1.49,9.925,3.44,5.2,10.8,6.623624930052717,5
384,1.0,7.8,3.2,3.1,1.7,3.5999999999999996,4.6,1.95,9.93,3.03,4.8,10.5,5.563161527171697,5
386,1.0,8.5,1.5,4.9,1.5,3.1,1.7,1.22,9.932,3.03,4.0,10.3,5.514774519516836,6
389,1.0,5.5,1.9,2.7,0.9,4.0,5.2,1.03,9.9026,3.5,3.9000000000000004,11.2,6.612760099458388,5
390,1.0,7.1,3.1,1.7000000000000002,1.0,4.2,2.1,1.44,9.9304,3.13,4.0,9.6,4.975105834923133,5
398,1.0,6.6,2.4,2.9,2.0,2.3,1.9,0.86,9.9,3.25,4.5,12.5,6.5090886047852745,6
399,1.0,7.0,2.2,3.9000000000000004,2.1,5.5,3.9,1.98,9.951,3.52,5.4,10.2,5.865007411692861,6
402,1.0,8.0,2.7,3.3000000000000003,1.2,5.0,4.1,1.03,9.9002,3.0,4.5,12.4,6.1552996567258,6
409,1.0,7.7,2.6,4.0,1.1,4.2,0.9,0.6,9.915000000000001,2.89,5.0,10.6,5.30206830180713,5
412,1.0,8.6,3.4000000000000004,3.5999999999999996,1.4,4.5,1.1,1.19,9.9556,3.17,4.699999999999999,9.4,4.645465379847952,4
416,1.0,6.4,4.5,0.7000000000000001,1.1,3.0,1.0,1.31,9.905000000000001,2.97,2.8000000000000003,10.8,4.892575833415124,5
419,1.0,7.4,1.6,3.2,1.4,6.5,2.3,1.4,9.9134,3.06,4.699999999999999,11.4,5.83225690685453,6
420,1.0,7.6,3.3000000000000003,3.5999999999999996,2.1,3.4000000000000004,2.6,1.72,9.943999999999999,3.42,4.8,10.5,5.6961412698817515,4
423,1.0,7.8,2.7,3.4000000000000004,1.6,4.6,2.7,1.54,9.927,3.05,4.5,10.5,5.502793317707407,6
427,1.0,5.9,1.9,3.7,0.8,2.7,0.3,0.21,9.897,3.09,3.1,10.8,5.624955508626216,5
440,1.0,6.3,1.6,2.2,1.3,4.6,1.8,0.66,9.9307,3.61,5.5,10.3,6.075736362418648,6
441,1.0,6.2,3.0,2.8000000000000003,1.6,3.5999999999999996,2.8,1.06,9.88245,3.14,4.1,13.3,6.524983817460509,6
444,1.0,7.4,2.2,2.6,1.2,3.5000000000000004,1.8,0.97,9.9245,3.12,4.1,9.7,5.4776719818044555,6
450,1.0,8.7,2.4,3.5,0.6,4.2,1.1,0.71,9.926,3.08,3.8,10.6,5.1316787160048305,5
452,1.0,6.6,2.8000000000000003,3.5999999999999996,1.7,3.8,2.2,1.01,9.911999999999999,3.29,5.699999999999999,11.6,6.225190796886774,6
456,1.0,6.5,2.0,3.3000000000000003,1.5,3.9,3.6,1.1,9.9008,3.22,6.5,12.0,6.685716142408332,6
460,1.0,6.4,1.5,3.5999999999999996,1.8,3.4000000000000004,4.3,1.5,9.922,3.42,6.8999999999999995,11.0,6.719693369018674,8
462,1.0,6.7,1.7000000000000002,3.7,2.0,3.9,3.4,1.25,9.922,3.26,6.0,10.8,6.3811176867737265,7
463,1.0,5.5,3.75,3.8,1.7,3.5999999999999996,1.7,0.98,9.9142,3.29,3.9000000000000004,10.5,5.668246578205783,6
464,1.0,6.1,2.7,3.1,1.5,3.5000000000000004,1.7,0.83,9.9076,3.32,4.4,11.1,6.1128468830853695,7
467,1.0,8.0,2.6,3.5999999999999996,2.0,5.4,3.0,1.21,9.92,3.09,7.199999999999999,11.6,6.254353018780289,7
470,1.0,5.6,2.4,3.4000000000000004,2.0,4.09999999999999,1.4,0.73,9.8981,3.04,4.5,11.6,6.028912874579428,7
477,1.0,7.0,2.5,5.6000000000000005,2.0,3.5000000000000004,2.0,0.95,9.918,3.23,5.300000000000001,11.0,6.259499886706867,6
479,1.0,6.2,1.0,4.1,1.0,4.0,1.7,0.76,9.8988,3.14,5.6000000000000005,11.4,6.277580379815987,7
480,1.0,6.6,1.6,3.5,1.8,4.2,2.6,1.05,9.8962,3.19,7.5,12.4,6.9763807739738315,7
481,1.0,9.1,2.8000000000000003,4.9,2.0,5.8999999999999995,1.0,1.12,9.958,3.15,4.6000000000000005,10.1,4.904999965220031,5
482,1.0,6.8,3.4000000000000004,1.0,1.4,4.9,2.9,1.18,9.936,3.21,4.1,9.5,5.048986815726244,5
484,1.0,7.4,2.9,5.0,1.8,4.2,3.5,1.27,9.937000000000001,3.45,5.0,10.2,6.086032975004581,7
485,1.0,8.3,1.4000000000000001,3.4000000000000004,1.1,4.2,0.7,0.47,9.934,3.47,4.0,10.2,5.862987910983405,6
486,1.0,7.4,3.2,2.7,1.4,4.9,3.8,1.73,9.933499999999999,3.03,5.2,9.3,5.287176563446685,5
491,1.0,5.1,2.5,3.5999999999999996,1.3,3.5000000000000004,4.0,0.78,9.891,3.23,6.4,12.1,6.631568260232596,7
492,1.0,6.0,2.6,3.4000000000000004,1.3,4.6,0.6,0.29,9.924,3.29,6.3,10.4,5.522170541887827,5
498,1.0,7.1,3.2,4.0,1.5,3.4000000000000004,1.3,0.84,9.943999999999999,3.42,6.0,10.4,5.347536383179623,5
501,1.0,7.4,2.5,3.5999999999999996,2.05,5.0,3.1,1.0,9.92,3.19,4.4,10.8,6.156209669868374,6
514,1.0,7.7,1.6,4.9,2.0,5.59999999999999,2.0,1.24,9.948,3.32,4.9,10.7,5.521440707359432,6
517,1.0,6.7,3.1,0.8999999999999999,1.4,3.9,5.3,1.41,9.9206,3.12,4.4,10.1,5.697672205538491,5
518,1.0,8.8,3.5999999999999996,4.4,1.9,4.0,0.9,1.21,9.953,3.19,4.8,9.9,4.987876429016287,6
519,1.0,7.8,2.8000000000000003,3.4000000000000004,1.6,2.79999999999999,3.2,1.18,9.901,3.0,3.8,12.1,6.160467386934906,7
523,1.0,7.1,1.6,3.5999999999999996,1.2,4.3,2.1,0.9,9.925,3.16,4.2,11.0,5.451047351841031,7
524,1.0,7.1,3.65,1.4000000000000001,1.2,5.5,2.4,0.84,9.940999999999999,3.15,4.3,8.9,4.7431702154925155,5
529,1.0,6.5,2.9,3.1,1.7,3.5000000000000004,2.4,0.79,9.9053,3.27,6.8999999999999995,11.4,6.564518955038827,7
533,1.0,6.4,1.4000000000000001,3.1,1.2,3.4000000000000004,5.3,1.38,9.9084,3.38,3.5,11.5,6.538522328249015,7
540,1.0,6.8,1.7999999999999998,3.7,1.5,2.7,3.7,0.93,9.92,3.3,4.5,10.8,6.193137357454643,6
544,1.0,7.1,2.6,3.0,2.0,3.1,1.3,1.28,9.917,3.19,4.9,11.4,5.964557496181805,5
548,1.0,6.8,1.4000000000000001,3.5,1.5,4.7,4.0,1.17,9.911100000000001,3.07,7.199999999999999,11.1,6.409742363057548,6
550,1.0,7.4,1.7999999999999998,3.1,1.4,5.79999999999999,3.8,1.67,9.931,3.16,5.300000000000001,10.0,5.743729949443502,7
553,1.0,6.0,1.7000000000000002,4.9,1.0,3.4000000000000004,2.6,1.06,9.92,3.21,4.2,9.8,5.6616982137370755,6
565,1.0,6.7,3.1,3.3000000000000003,2.0,3.3000000000000003,1.2,0.74,9.9064,3.29,6.5,12.5,6.409654928971834,6
566,1.0,6.3,1.7999999999999998,2.2,1.5,4.3,4.5,1.55,9.9238,3.19,4.8,10.2,5.84930796728534,5
567,1.0,6.9,4.6000000000000005,2.0,0.9,5.4,0.5,1.26,9.92,3.1,4.2,10.4,4.743055177742824,6
571,1.0,7.0,2.3000000000000003,4.2,1.1,6.2,3.5,1.0,9.931799999999999,3.04,4.0,9.2,5.159415456190875,5
573,1.0,6.9,3.3000000000000003,2.8000000000000003,1.3,5.1,3.7,1.87,9.927,3.27,6.0,10.3,5.749926093217587,5
581,1.0,6.4,1.6,4.4,1.2,5.1,3.9,1.22,9.9058,3.11,7.5,11.3,6.454850408756915,7
582,1.0,6.1,4.1,0.0,1.6,6.3,3.6,0.87,9.914,3.27,6.7,10.8,5.937722542843022,6
585,1.0,8.5,1.7999999999999998,3.0,1.1,2.79999999999999,3.4,0.95,9.927200000000001,2.83,3.5999999999999996,10.0,5.196366211089516,4
586,1.0,7.4,1.6,4.9,1.2,5.5,1.8,1.5,9.917,3.23,4.699999999999999,11.2,5.981712900980172,6
588,1.0,7.2,1.5,3.8,1.2,3.8,1.8,1.1,9.917,3.19,4.3,11.1,5.827718834024961,6
590,1.0,6.0,2.8000000000000003,2.5,1.8,4.2,0.8,1.08,9.929,3.08,5.5,9.0,5.240093542971235,5
594,1.0,6.3,2.1,2.8000000000000003,1.5,5.1,4.6,1.42,9.928,3.23,4.2,10.1,5.689571593732561,6
595,1.0,9.6,2.3000000000000003,4.0,1.5,4.3999999999999995,1.9,1.35,9.937000000000001,2.96,4.9,10.9,5.307755813713073,5
597,1.0,6.4,2.4,2.2,1.5,3.8,3.8,1.57,9.934,3.41,5.5,9.9,5.860241722802205,6
599,1.0,7.2,3.3000000000000003,2.8000000000000003,1.4,3.4000000000000004,2.6,1.09,9.9246,3.28,5.699999999999999,10.6,5.805926560515679,6
602,1.0,6.4,1.5,4.0,1.3,5.3,6.1,1.46,9.911200000000001,3.17,6.800000000000001,11.0,6.595084817107037,6
603,1.0,6.2,2.3499999999999996,3.4000000000000004,1.9,3.5999999999999996,0.4,1.17,9.9032,3.4,4.4,12.2,6.414099684348058,5
607,1.0,6.4,1.7999999999999998,3.5,1.0,4.5,3.9,1.08,9.911,3.31,3.5,10.9,6.093100001052323,6
610,1.0,7.0,3.2,3.4000000000000004,1.3,4.2,2.0,0.69,9.911999999999999,3.31,6.5,12.0,6.10717147298382,7
611,1.0,5.6,3.4000000000000004,1.0,1.3,3.1,2.0,0.68,9.906,3.36,5.1,11.2,5.957275196302629,7
612,1.0,7.4,2.1,2.7,1.2,4.09999999999999,2.7,0.99,9.927,3.19,3.3000000000000003,9.8,5.5134240176881635,6
614,1.0,5.2,3.7,3.3000000000000003,1.2,2.79999999999999,1.3,0.81,9.902,3.37,3.8,11.7,5.766928312911701,6
617,1.0,6.0,3.5,4.6000000000000005,0.9,3.3000000000000003,0.9,0.65,9.8934,3.24,3.5,12.1,5.835329425625567,4
618,1.0,6.0,3.3000000000000003,2.0,1.8,3.1,4.9,1.59,9.919,3.41,5.300000000000001,11.0,6.289049200966501,6
623,1.0,6.5,2.6,3.1,1.3,3.4000000000000004,5.9,1.45,9.8944,3.16,5.4,12.4,6.70302454328565,6
