,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
389,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,12.410634009599944,17
394,1.0,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,11.256731196759475,10
395,1.0,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,10.55517988267375,11
398,1.0,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,10.057768429804696,12
399,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,12.151528211636819,11
401,1.0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8.31011239664577,8
403,1.0,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,8.272872092938389,9
404,1.0,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10.824890332520086,10
406,1.0,0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,11.940005877637406,10
408,1.0,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,10.726254662640276,13
414,1.0,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,10.825081218183247,12
415,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10.661744452997128,10
420,1.0,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,12.985594321695007,10
421,1.0,0.65,0.51,0.19,1.5419999999999998,0.7155,0.3735,0.375,10.184517805231817,9
422,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,11.036461778579813,10
428,1.0,0.505,0.41,0.125,0.642,0.289,0.133,0.155,10.046531386369768,9
429,1.0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,12.411694275117375,11
433,1.0,0.625,0.475,0.175,1.3405,0.6559999999999999,0.283,0.337,10.025086288780416,10
434,1.0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,8.813093501278228,9
435,1.0,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,10.860644092255558,11
436,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9.178886657432251,9
438,1.0,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,11.726746774169749,10
441,1.0,0.63,0.505,0.155,1.105,0.492,0.226,0.325,10.796004703071716,11
445,1.0,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,9.669946483822452,10
449,1.0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,10.749380233878863,11
450,1.0,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13.937034153065472,13
452,1.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,12.694689330109318,13
454,1.0,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,10.854226563056315,9
456,1.0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10.879869283541717,10
457,1.0,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,8.682647477408326,10
459,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,11.914908487001462,13
462,1.0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,11.48123527227746,9
463,1.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,13.407684113853447,11
467,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10.135366871673734,10
468,1.0,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,12.991814858264021,10
472,1.0,0.53,0.43,0.14,0.677,0.298,0.0965,0.23,11.401766890230737,8
475,1.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,13.063321205310228,18
477,1.0,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10.264821662533937,10
478,1.0,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13.164200717920556,13
479,1.0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,10.18676691305723,11
480,1.0,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,11.831273750955134,10
481,1.0,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,13.736273432331839,10
483,1.0,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11.784240897185567,11
484,1.0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,12.473840994951956,9
488,1.0,0.48,0.38,0.145,0.59,0.2319999999999999,0.141,0.23,11.398100865673182,12
489,1.0,0.53,0.425,0.13,0.7809999999999999,0.3905,0.2005,0.215,8.623790996284479,9
493,1.0,0.635,0.505,0.165,1.251,0.5770000000000001,0.2269999999999999,0.3825,11.458255285049182,11
495,1.0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,12.481521260319665,10
496,1.0,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9.568094650646142,9
502,1.0,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,10.110837572522778,9
505,1.0,0.62,0.51,0.18,1.233,0.5920000000000001,0.2739999999999999,0.322,9.842682984902304,10
507,1.0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10.951211561281276,10
516,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,9.88647282643247,11
520,1.0,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,11.158030766099136,9
521,1.0,0.565,0.44,0.175,1.122,0.3929999999999999,0.2,0.375,15.351348447294882,20
523,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445,9.26247171184806,11
525,1.0,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,10.179466632014389,15
526,1.0,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.3979999999999999,8.730524400661993,11
528,1.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,12.350482492490688,11
531,1.0,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,11.320316800266848,9
532,1.0,0.545,0.445,0.175,0.8525,0.3465,0.1889999999999999,0.295,11.926972597716018,13
533,1.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,12.578963491183863,22
534,1.0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,11.612200549540802,12
535,1.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,11.66706587603689,13
536,1.0,0.62,0.5,0.175,1.146,0.477,0.23,0.39,12.448849721013945,13
537,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,11.351039789456918,12
538,1.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,10.46775838520422,9
539,1.0,0.58,0.45,0.17,0.9705,0.4615,0.2319999999999999,0.248,9.636223935072351,9
542,1.0,0.54,0.455,0.14,0.972,0.419,0.255,0.2689999999999999,10.219444278822955,10
544,1.0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,11.987252207349112,8
545,1.0,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,10.541622877110006,11
552,1.0,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10.652588036231238,10
553,1.0,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,14.005222661748242,12
555,1.0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9.305081561954417,9
556,1.0,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,11.779774454952726,14
563,1.0,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,10.308993437859177,12
564,1.0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8.41448503012504,8
566,1.0,0.565,0.45,0.115,0.9085,0.3979999999999999,0.1969999999999999,0.29,10.4473771065707,17
567,1.0,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9.758069281152757,9
568,1.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,11.285222049397428,12
570,1.0,0.66,0.515,0.2,1.6465,0.7490000000000001,0.422,0.401,10.319953233643401,11
571,1.0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,11.262208873578622,9
575,1.0,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,10.262710012061333,11
576,1.0,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,12.457140978119392,10
578,1.0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10.306180774609583,10
580,1.0,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,10.634057630808567,6
582,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,11.265932100680738,9
583,1.0,0.57,0.445,0.16,1.0145,0.516,0.1639999999999999,0.3,10.524345915331063,10
586,1.0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,10.440702607489657,11
587,1.0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11.018071112737147,11
590,1.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,11.427375996877172,10
591,1.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,9.324925959938005,8
594,1.0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,12.473379820612339,8
596,1.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,10.655788350096481,9
598,1.0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,11.799979245297417,10
600,1.0,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,14.120628881221997,15
604,1.0,0.575,0.445,0.16,0.8390000000000001,0.4005,0.198,0.239,9.509553055612464,9
606,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,13.460013003059752,18
620,1.0,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,13.714101256035143,9
624,1.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,11.12492236718256,10
629,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,14.218706063268765,16
634,1.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,9.905106339281229,13
635,1.0,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,9.72856326060556,8
639,1.0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,11.846582267889447,15
641,1.0,0.555,0.45,0.145,0.915,0.4,0.246,0.285,9.990025358951964,11
642,1.0,0.495,0.39,0.15,0.853,0.3285,0.1889999999999999,0.27,12.558811864654688,14
644,1.0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,14.049962645334363,10
645,1.0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,9.18360852827699,10
646,1.0,0.63,0.495,0.16,1.093,0.497,0.221,0.315,10.637815303782796,12
647,1.0,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,11.69107394497622,9
648,1.0,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,10.524709380384225,9
651,1.0,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9.690228092641302,9
654,1.0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,11.832593415356152,15
655,1.0,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,9.384663093661317,8
656,1.0,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,9.975452449239341,10
657,1.0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,11.201749592598437,9
659,1.0,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,9.975652926309824,12
