,Constant,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,y_pred,y_act
51,1.0,0.12744,0.0,6.91,0,0.4479999999999999,6.77,2.9,5.7209,3,233,17.9,385.41,4.84,30.49355049978992,26.6
52,1.0,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,390.86,6.07,28.981350057659206,24.8
55,1.0,0.1907299999999999,22.0,5.86,0,0.431,6.718,17.5,7.8265,7,330,19.1,393.74,6.56,27.281575089378478,26.2
56,1.0,0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,389.4,6.75,23.39587934643005,20.7
60,1.0,0.0136,75.0,4.0,0,0.41,5.888,47.6,7.3197,3,469,21.1,396.9,14.8,16.092515408603685,18.9
61,1.0,0.01381,80.0,0.46,0,0.422,7.875,32.0,5.6484,4,255,14.4,394.23,2.97,43.976119096019495,50.0
63,1.0,0.33147,0.0,6.2,0,0.507,8.247,70.4,3.6519,8,307,17.4,378.95,3.95,43.800087148161346,48.3
64,1.0,0.03768,80.0,1.52,0,0.4039999999999999,7.274,38.3,7.309,2,329,12.6,392.2,6.62,35.09948899208894,34.6
67,1.0,0.0493199999999999,33.0,2.18,0,0.472,6.849,70.3,3.1827,7,222,18.4,396.9,7.53,33.09879027651334,28.2
68,1.0,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,371.58,4.74,32.251819787118265,29.0
72,1.0,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,22.785688210396426,20.6
73,1.0,0.0090599999999999,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,394.72,7.85,33.98207277086938,32.2
75,1.0,0.11504,0.0,2.89,0,0.445,6.162999999999999,69.6,3.4952,2,276,18.0,391.83,11.34,24.343584962016294,21.4
78,1.0,0.07022,0.0,4.05,0,0.51,6.02,47.2,3.5549,5,296,16.6,393.23,10.11,23.28889238942836,23.2
81,1.0,0.44178,0.0,6.2,0,0.504,6.5520000000000005,21.4,3.3751,8,307,17.4,380.34,3.76,30.953836880399653,31.5
82,1.0,0.04981,21.0,5.64,0,0.439,5.997999999999999,21.4,6.8147,4,243,16.8,396.9,8.43,22.177740039212942,23.4
83,1.0,0.13642,0.0,10.59,0,0.489,5.891,22.3,3.9454,4,277,18.6,396.9,10.87,20.91227856093567,22.6
85,1.0,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,24.269175870228576,23.1
88,1.0,0.13554,12.5,6.07,0,0.409,5.593999999999999,36.8,6.497999999999999,4,345,18.9,396.9,13.09,15.9969848986544,17.4
91,1.0,0.02187,60.0,2.93,0,0.401,6.8,9.9,6.2196,1,265,15.6,393.37,5.03,32.19143403190888,31.1
92,1.0,0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7,330,19.1,377.07,3.59,25.064849787545565,24.8
93,1.0,0.0130099999999999,35.0,1.52,0,0.442,7.241,49.3,7.0379,1,284,15.5,394.74,5.49,33.08074727136286,32.7
94,1.0,0.17171,25.0,5.13,0,0.4529999999999999,5.966,93.4,6.8185,8,284,19.7,378.08,14.44,18.437318072684945,16.0
100,1.0,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,24.616826674279583,23.1
102,1.0,0.06417,0.0,5.96,0,0.499,5.933,68.2,3.3603,5,279,19.2,396.9,9.68,20.547517418756932,18.9
106,1.0,0.04301,80.0,1.91,0,0.413,5.662999999999999,21.9,10.5857,4,334,22.0,382.8,8.05,15.079411427656861,18.2
118,1.0,0.08447,0.0,4.05,0,0.51,5.859,68.7,2.7019,5,296,16.6,393.23,9.64,21.459238266082632,22.6
119,1.0,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,396.9,2.98,31.336616475546275,32.0
121,1.0,0.16211,20.0,6.96,0,0.4639999999999999,6.24,16.3,4.428999999999999,3,223,18.6,396.9,6.59,26.879430995118614,25.2
122,1.0,0.11027,25.0,5.13,0,0.4529999999999999,6.456,67.8,7.2255,8,284,19.7,396.9,6.73,23.339296661166067,22.2
124,1.0,0.13914,0.0,4.05,0,0.51,5.572,88.5,2.5961,5,296,16.6,396.9,14.69,18.61452722741525,23.1
130,1.0,0.1029,30.0,4.93,0,0.428,6.358,52.9,7.0355,6,300,16.6,372.75,11.22,23.761384147092386,22.2
134,1.0,0.1265,25.0,5.13,0,0.4529999999999999,6.7620000000000005,43.4,7.9809,8,284,19.7,395.58,9.5,27.209374628968337,25.0
136,1.0,0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296,15.3,396.9,4.98,27.2365611030541,24.0
137,1.0,0.04011,80.0,1.52,0,0.4039999999999999,7.287000000000001,34.1,7.309,2,329,12.6,396.9,4.08,35.31326731742525,33.3
138,1.0,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,390.43,4.86,32.09389165912708,33.1
142,1.0,0.02729,0.0,7.07,0,0.469,7.185,61.1,4.9671,2,242,17.8,392.83,4.03,31.125114247782598,34.7
144,1.0,0.57529,0.0,6.2,0,0.507,8.337,73.3,3.8384,8,307,17.4,385.91,2.47,46.020929558040976,41.7
145,1.0,0.537,0.0,6.2,0,0.504,5.981,68.1,3.6715,8,307,17.4,378.35,11.65,24.016168299923496,24.3
146,1.0,0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1,315,16.4,392.89,6.57,20.92026770284649,21.9
147,1.0,0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7,222,18.4,396.9,6.47,38.71960936130607,33.4
148,1.0,0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,22.672588810436668,16.5
150,1.0,0.0350199999999999,80.0,4.95,0,0.411,6.861000000000001,27.9,5.1167,4,245,19.2,396.9,3.33,32.475174364215526,28.5
152,1.0,0.07151,0.0,4.49,0,0.449,6.121,56.8,3.7476,3,247,18.5,395.15,8.44,23.8103167447429,22.2
156,1.0,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,396.9,7.14,23.372171294097736,23.2
160,1.0,0.17142,0.0,6.91,0,0.4479999999999999,5.682,33.8,5.1004,3,233,17.9,396.9,10.21,19.852003299559925,19.3
161,1.0,0.25199,0.0,10.59,0,0.489,5.783,72.7,4.3549,4,277,18.6,389.43,18.06,18.164678905357317,22.5
165,1.0,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,393.68,5.08,25.919290789941765,24.6
168,1.0,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,396.9,7.6,23.744072035104,22.3
169,1.0,0.05302,0.0,3.41,0,0.489,7.079,63.1,3.4145,2,270,17.8,396.06,5.7,32.59955510004977,28.7
171,1.0,0.1587599999999999,0.0,10.81,0,0.413,5.961,17.5,5.2873,4,305,19.2,376.94,9.88,19.847500962413875,21.7
177,1.0,0.01439,60.0,2.93,0,0.401,6.604,18.8,6.2196,1,265,15.6,376.7,4.38,29.46197134383502,29.1
179,1.0,0.0518799999999999,0.0,4.49,0,0.449,6.015,45.1,4.4272,3,247,18.5,395.99,12.86,23.018122913599058,22.5
180,1.0,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,389.71,5.68,23.480387572082343,22.2
181,1.0,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,15.665732082241737,17.2
183,1.0,0.0797799999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,396.9,7.19,28.65681605799345,29.1
185,1.0,0.20608,22.0,5.86,0,0.431,5.593,76.5,7.9549,7,330,19.1,372.49,12.5,13.464958327147334,17.6
188,1.0,0.03932,0.0,3.41,0,0.489,6.405,73.9,3.0921,2,270,17.8,393.55,8.2,25.881148276815267,22.0
191,1.0,0.0837,45.0,3.44,0,0.437,7.185,38.9,4.5667,5,398,15.2,396.9,5.39,33.74105848238328,34.9
195,1.0,0.06466,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,368.24,4.97,25.004125402495454,22.5
201,1.0,0.0686,0.0,2.89,0,0.445,7.416,62.5,3.4952,2,276,18.0,396.9,6.19,36.17819669083593,33.2
204,1.0,0.06617,0.0,3.24,0,0.46,5.867999999999999,25.8,5.2146,4,430,16.9,382.44,9.97,18.84612753896789,19.3
206,1.0,0.06888,0.0,2.46,0,0.488,6.144,62.2,2.5979,3,193,17.8,396.9,9.45,26.783249047824842,36.2
207,1.0,0.08221,22.0,5.86,0,0.431,6.957000000000001,6.8,8.9067,7,330,19.1,386.09,3.53,28.016164088373433,29.6
209,1.0,0.14932,25.0,5.13,0,0.4529999999999999,5.7410000000000005,66.2,7.2254,8,284,19.7,395.11,13.15,17.28730199477552,18.7
211,1.0,0.12757,30.0,4.93,0,0.428,6.393,7.8,7.0355,6,300,16.6,374.71,5.19,26.133216680682864,23.7
213,1.0,0.15936,0.0,6.91,0,0.4479999999999999,6.211,6.5,5.7209,3,233,17.9,394.46,7.44,25.468387361470654,24.7
218,1.0,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,396.9,9.14,23.289772470145426,21.6
219,1.0,0.29819,0.0,6.2,0,0.504,7.686,17.0,3.3751,8,307,17.4,377.51,3.92,41.15744340267099,46.7
220,1.0,0.12269,0.0,6.91,0,0.4479999999999999,6.069,40.0,5.7209,3,233,17.9,389.39,9.55,22.192844356478897,21.2
221,1.0,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,383.61,8.67,27.507838107442648,26.4
222,1.0,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,376.04,5.57,17.976649431616323,20.6
226,1.0,0.17505,0.0,5.96,0,0.499,5.966,30.2,3.8473,5,279,19.2,393.43,10.13,23.153247140414493,24.7
229,1.0,0.19539,0.0,10.81,0,0.413,6.245,6.2,5.2873,4,305,19.2,377.17,7.54,23.247705482889426,23.4
230,1.0,0.12204,0.0,2.89,0,0.445,6.625,57.8,3.4952,2,276,18.0,357.98,6.65,28.565510311307357,28.4
234,1.0,0.0887299999999999,21.0,5.64,0,0.439,5.962999999999999,45.7,6.8147,4,243,16.8,395.56,13.45,21.255466735081754,19.7
236,1.0,0.03113,0.0,4.39,0,0.442,6.013999999999999,48.5,8.0136,3,352,18.8,385.64,10.53,16.913577025396705,17.5
238,1.0,0.01778,95.0,1.47,0,0.4029999999999999,7.135,13.9,7.6534,3,402,17.0,384.3,4.45,32.32227016421597,32.9
241,1.0,0.29916,20.0,6.96,0,0.4639999999999999,5.856,42.1,4.428999999999999,3,223,18.6,388.65,13.0,23.190080475780686,21.1
243,1.0,0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7,330,19.1,396.28,5.9,25.307547546921,24.4
245,1.0,0.09068,45.0,3.44,0,0.437,6.9510000000000005,21.5,6.4798,5,398,15.2,377.68,5.1,30.322732496536727,37.0
246,1.0,0.10008,0.0,2.46,0,0.488,6.563,95.6,2.847,3,193,17.8,396.9,5.68,28.76231326860847,32.5
251,1.0,0.06211,40.0,1.25,0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,5.98,23.134907275624748,22.9
252,1.0,0.02763,75.0,2.95,0,0.428,6.595,21.8,5.4011,3,252,18.3,395.63,4.32,30.497758236637935,30.8
253,1.0,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,396.9,9.29,21.073430282965646,18.7
256,1.0,0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4,411,18.3,370.78,5.49,21.90760446075734,24.1
257,1.0,0.52693,0.0,6.2,0,0.504,8.725,83.0,2.8944,8,307,17.4,382.0,4.63,49.96182983351403,50.0
262,1.0,0.28392,0.0,7.38,0,0.493,5.707999999999999,74.3,4.7211,5,287,19.6,391.13,11.74,17.621598979794914,18.5
265,1.0,0.08187,0.0,2.89,0,0.445,7.82,36.9,3.4952,2,276,18.0,393.53,3.57,41.2471859134689,43.8
267,1.0,0.0666399999999999,0.0,4.05,0,0.51,6.546,33.1,3.1323,5,296,16.6,390.96,5.33,29.047997955615138,29.4
268,1.0,0.08014,0.0,5.96,0,0.499,5.85,41.5,3.9342,5,279,19.2,396.9,8.77,20.632257989665874,21.0
269,1.0,0.03615,80.0,4.95,0,0.411,6.63,23.4,5.1167,4,245,19.2,396.9,4.7,30.595681275261658,27.9
273,1.0,0.0304899999999999,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,387.97,4.61,28.88913630946604,31.2
275,1.0,0.24103,0.0,7.38,0,0.493,6.082999999999999,43.7,5.4159,5,287,19.6,396.9,12.79,22.089499096150007,22.2
280,1.0,0.06588,0.0,2.46,0,0.488,7.765,83.3,2.741,3,193,17.8,395.56,7.56,41.069384352737686,39.8
284,1.0,0.51183,0.0,6.2,0,0.507,7.358,71.6,4.148,8,307,17.4,390.07,4.73,36.14135298761415,31.5
285,1.0,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,396.9,4.85,34.78419592256279,35.1
286,1.0,0.01951,17.5,1.38,0,0.4161,7.104,59.5,9.2229,3,216,18.6,393.24,8.05,29.995087611146747,33.0
287,1.0,0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,22.33085083857195,20.4
288,1.0,0.0578,0.0,2.46,0,0.488,6.98,58.4,2.829,3,193,17.8,396.9,5.04,34.4168087268545,37.2
296,1.0,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,5.89,27.661717791904234,26.6
302,1.0,0.05602,0.0,2.46,0,0.488,7.831,53.6,3.1992,3,193,17.8,392.63,4.45,42.44897772382354,50.0
303,1.0,0.03961,0.0,5.19,0,0.515,6.037000000000001,34.5,5.9853,5,224,20.2,396.9,8.01,21.63724769965109,21.1
304,1.0,0.0351,95.0,2.68,0,0.4161,7.853,33.2,5.118,4,224,14.7,392.78,3.81,44.471387201604934,48.5
307,1.0,0.04113,25.0,4.86,0,0.426,6.727,33.5,5.4007,4,281,19.0,396.9,5.29,28.797008330715514,28.0
315,1.0,0.12579,45.0,3.44,0,0.437,6.556,29.1,4.5667,5,398,15.2,382.84,4.56,28.155740240890875,29.8
317,1.0,0.04684,0.0,3.41,0,0.489,6.417000000000001,66.1,3.0923,2,270,17.8,392.18,8.81,26.48872523990846,22.6
318,1.0,0.08244,30.0,4.93,0,0.428,6.481,18.5,6.1899,6,300,16.6,379.41,6.36,27.077410281490444,23.7
322,1.0,0.14052,0.0,10.59,0,0.489,6.375,32.3,3.9454,4,277,18.6,385.81,9.38,24.815493793208667,28.1
323,1.0,0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,395.6,12.43,19.512196627723107,22.9
325,1.0,0.0437899999999999,80.0,3.37,0,0.3979999999999999,5.787000000000001,31.1,6.6115,4,337,16.1,396.9,10.24,20.7153909902359,19.4
326,1.0,0.05789,12.5,6.07,0,0.409,5.877999999999999,21.4,6.497999999999999,4,345,18.9,396.21,8.1,18.572731653960865,22.0
327,1.0,0.09252,30.0,4.93,0,0.428,6.606,42.2,6.1899,6,300,16.6,383.78,7.37,27.27769066615292,23.3
328,1.0,0.02055,85.0,0.74,0,0.41,6.382999999999999,35.7,9.1876,2,313,17.3,396.9,5.77,24.349280994299626,24.7
332,1.0,0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7,330,19.1,374.71,9.52,22.649845952754404,24.5
333,1.0,0.11329,30.0,4.93,0,0.428,6.897,54.3,6.3361,6,300,16.6,391.25,11.38,29.93942310296232,22.0
335,1.0,0.05497,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,21.91565914609351,19.0
338,1.0,0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6,293,16.6,371.72,9.51,27.11434630875846,24.8
339,1.0,0.09103,0.0,2.46,0,0.488,7.155,92.2,2.7006,3,193,17.8,394.12,4.82,34.639706068188545,37.9
341,1.0,0.06911,45.0,3.44,0,0.437,6.739,30.8,6.4798,5,398,15.2,389.71,4.69,27.779124932292742,30.5
342,1.0,0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,26.26380305090235,25.0
347,1.0,0.03548,80.0,3.64,0,0.392,5.876,19.1,9.2203,1,315,16.4,395.18,9.25,19.521960991764498,20.9
358,1.0,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,392.23,4.59,33.66991070989841,35.4
362,1.0,0.0335899999999999,75.0,2.95,0,0.428,7.024,15.8,5.4011,3,252,18.3,395.62,1.98,34.811181257478665,34.9
363,1.0,0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7,330,19.1,376.14,10.15,19.157111926545316,20.5
369,1.0,0.02543,55.0,3.78,0,0.484,6.696000000000001,56.4,5.7321,5,370,17.6,396.9,7.18,26.694028131057372,23.9
370,1.0,0.1415,0.0,6.91,0,0.4479999999999999,6.169,6.6,5.7209,3,233,17.9,383.37,5.81,24.620459936523833,25.3
372,1.0,0.41238,0.0,6.2,0,0.504,7.162999999999999,79.9,3.2157,8,307,17.4,372.08,6.36,33.871797059964116,31.6
377,1.0,0.01096,55.0,2.25,0,0.389,6.452999999999999,31.9,7.3073,1,300,15.3,394.72,8.23,26.44625513389962,22.0
378,1.0,0.33045,0.0,6.2,0,0.507,6.086,61.5,3.6519,8,307,17.4,376.75,10.88,23.859897932264992,24.0
383,1.0,0.6147,0.0,6.2,0,0.507,6.617999999999999,80.8,3.2721,8,307,17.4,396.9,7.6,30.368159966531362,30.1
388,1.0,0.33983,22.0,5.86,0,0.431,6.108,34.9,8.0555,7,330,19.1,390.18,9.16,21.44933888896034,24.3
391,1.0,0.1208299999999999,0.0,2.89,0,0.445,8.068999999999999,76.0,3.4952,2,276,18.0,396.9,4.21,42.000068260441246,38.7
392,1.0,0.15445,25.0,5.13,0,0.4529999999999999,6.145,29.2,7.8148,8,284,19.7,390.68,6.86,22.00997391418396,23.3
397,1.0,0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5,27.137893192298886,30.1
399,1.0,0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4,245,19.2,396.9,3.56,35.594702350942924,37.3
400,1.0,0.10328,25.0,5.13,0,0.4529999999999999,5.9270000000000005,47.2,6.932,8,284,19.7,396.9,9.22,19.723691088924852,19.6
413,1.0,0.03584,80.0,3.37,0,0.3979999999999999,6.29,17.8,6.6115,4,337,16.1,396.9,4.67,25.75097856077671,23.5
415,1.0,0.22489,12.5,7.87,0,0.524,6.377000000000001,94.3,6.3467,5,311,15.2,392.52,20.45,22.47200739128235,15.0
416,1.0,0.0505899999999999,0.0,4.49,0,0.449,6.388999999999999,48.0,4.7794,3,247,18.5,396.9,9.62,25.890303262616637,23.9
418,1.0,0.0315,95.0,1.47,0,0.4029999999999999,6.975,15.3,7.6534,3,402,17.0,396.9,4.56,30.994640206459092,34.9
419,1.0,0.19802,0.0,10.59,0,0.489,6.182,42.4,3.9454,4,277,18.6,393.63,9.47,22.94312524756212,25.0
423,1.0,0.1146,20.0,6.96,0,0.4639999999999999,6.537999999999999,58.7,3.9175,3,223,18.6,394.96,7.73,27.77386735936267,24.4
425,1.0,0.05735,0.0,4.49,0,0.449,6.63,56.1,4.4377,3,247,18.5,392.3,6.53,27.83310744620764,26.6
427,1.0,0.03445,82.5,2.03,0,0.415,6.162000000000001,38.4,6.27,2,348,14.7,393.77,7.43,24.31894385577207,24.1
430,1.0,0.09378,12.5,7.87,0,0.524,5.888999999999999,39.0,5.4509,5,311,15.2,390.5,15.71,20.10641582443095,21.7
432,1.0,0.14455,12.5,7.87,0,0.524,6.172000000000001,96.1,5.9505,5,311,15.2,396.9,19.15,20.15473773586896,27.1
433,1.0,0.06642,0.0,4.05,0,0.51,6.86,74.4,2.9153,5,296,16.6,391.27,6.92,30.282419595660226,29.9
435,1.0,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,20.213610762858803,19.5
436,1.0,0.05515,33.0,2.18,0,0.472,7.236000000000001,41.1,4.022,7,222,18.4,393.68,6.93,37.53318631405935,36.1
440,1.0,0.19133,22.0,5.86,0,0.431,5.605,70.2,7.9549,7,330,19.1,389.13,18.46,14.57928260249173,18.5
443,1.0,0.0150099999999999,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99,28.04110920044603,24.5
444,1.0,0.07875,45.0,3.44,0,0.437,6.782,41.1,3.7886,5,398,15.2,393.87,6.68,30.473883699141513,32.0
446,1.0,0.08308,0.0,2.46,0,0.488,5.604,89.8,2.9879,3,193,17.8,391.0,13.98,20.141289254372477,26.4
449,1.0,0.08826,0.0,10.81,0,0.413,6.417000000000001,6.6,5.2873,4,305,19.2,383.73,6.72,24.179959067135087,24.2
450,1.0,0.0217699999999999,82.5,2.03,0,0.415,7.61,15.7,6.27,2,348,14.7,395.38,3.11,39.11334909365552,42.3
451,1.0,0.04462,25.0,4.86,0,0.426,6.619,70.4,5.4007,4,281,19.0,395.63,7.22,25.995578599777566,23.9
